,TCGA-2K-A9WE,TCGA-2Z-A9J1,TCGA-2Z-A9J2,TCGA-2Z-A9J3,TCGA-2Z-A9J5,TCGA-2Z-A9J6,TCGA-2Z-A9J7,TCGA-2Z-A9J8,TCGA-2Z-A9JD,TCGA-2Z-A9JE,TCGA-2Z-A9JG,TCGA-2Z-A9JI,TCGA-2Z-A9JJ,TCGA-2Z-A9JK,TCGA-2Z-A9JL,TCGA-2Z-A9JM,TCGA-2Z-A9JP,TCGA-2Z-A9JQ,TCGA-2Z-A9JR,TCGA-2Z-A9JS,TCGA-2Z-A9JT,TCGA-4A-A93W,TCGA-4A-A93X,TCGA-5P-A9JU,TCGA-5P-A9JV,TCGA-5P-A9JW,TCGA-5P-A9JY,TCGA-5P-A9JZ,TCGA-5P-A9K0,TCGA-5P-A9K2,TCGA-5P-A9K3,TCGA-5P-A9K4,TCGA-5P-A9K6,TCGA-5P-A9K8,TCGA-5P-A9K9,TCGA-5P-A9KA,TCGA-5P-A9KC,TCGA-5P-A9KE,TCGA-5P-A9KH,TCGA-A4-7286,TCGA-A4-7287,TCGA-A4-7288,TCGA-A4-7583,TCGA-A4-7584,TCGA-A4-7585,TCGA-A4-7732,TCGA-A4-7734,TCGA-A4-7915,TCGA-A4-7996,TCGA-A4-7997,TCGA-A4-8098,TCGA-A4-8310,TCGA-A4-8311,TCGA-A4-8515,TCGA-A4-8516,TCGA-A4-8517,TCGA-A4-8518,TCGA-A4-8630,TCGA-A4-A48D,TCGA-A4-A4ZT,TCGA-A4-A57E,TCGA-A4-A5DU,TCGA-A4-A5XZ,TCGA-A4-A5Y0,TCGA-A4-A5Y1,TCGA-A4-A6HP,TCGA-A4-A772,TCGA-A4-A7UZ,TCGA-AL-3466,TCGA-AL-3468,TCGA-AL-3471,TCGA-AL-3472,TCGA-AL-3473,TCGA-AL-7173,TCGA-AL-A5DJ,TCGA-AT-A5NU,TCGA-B1-5398,TCGA-B1-7332,TCGA-B1-A47M,TCGA-B1-A47N,TCGA-B1-A47O,TCGA-B1-A654,TCGA-B1-A655,TCGA-B1-A656,TCGA-B1-A657,TCGA-B3-3925,TCGA-B3-3926,TCGA-B3-4103,TCGA-B3-4104,TCGA-B3-8121,TCGA-B3-A6W5,TCGA-B9-4113,TCGA-B9-4114,TCGA-B9-4115,TCGA-B9-4116,TCGA-B9-4117,TCGA-B9-4617,TCGA-B9-5155,TCGA-B9-5156,TCGA-B9-7268,TCGA-B9-A44B,TCGA-B9-A5W7,TCGA-B9-A5W8,TCGA-B9-A5W9,TCGA-B9-A69E,TCGA-B9-A8YH,TCGA-B9-A8YI,TCGA-BQ-5875,TCGA-BQ-5876,TCGA-BQ-5877,TCGA-BQ-5878,TCGA-BQ-5879,TCGA-BQ-5880,TCGA-BQ-5881,TCGA-BQ-5882,TCGA-BQ-5884,TCGA-BQ-5885,TCGA-BQ-5886,TCGA-BQ-5887,TCGA-BQ-5888,TCGA-BQ-5889,TCGA-BQ-5890,TCGA-BQ-5891,TCGA-BQ-5892,TCGA-BQ-5893,TCGA-BQ-5894,TCGA-BQ-7044,TCGA-BQ-7045,TCGA-BQ-7046,TCGA-BQ-7048,TCGA-BQ-7051,TCGA-BQ-7053,TCGA-BQ-7055,TCGA-BQ-7056,TCGA-BQ-7058,TCGA-BQ-7059,TCGA-BQ-7060,TCGA-BQ-7061,TCGA-BQ-7062,TCGA-DW-5560,TCGA-DW-5561,TCGA-DW-7834,TCGA-DW-7836,TCGA-DW-7837,TCGA-DW-7838,TCGA-DW-7839,TCGA-DW-7840,TCGA-DW-7841,TCGA-DW-7842,TCGA-DW-7963,TCGA-DZ-6131,TCGA-DZ-6132,TCGA-DZ-6133,TCGA-DZ-6134,TCGA-DZ-6135,TCGA-EV-5901,TCGA-EV-5902,TCGA-EV-5903,TCGA-F9-A4JJ,TCGA-F9-A7Q0,TCGA-F9-A7VF,TCGA-F9-A8NY,TCGA-F9-A97G,TCGA-G7-6789,TCGA-G7-6790,TCGA-G7-6792,TCGA-G7-6793,TCGA-G7-6795,TCGA-G7-6796,TCGA-G7-6797,TCGA-G7-7501,TCGA-G7-7502,TCGA-G7-A4TM,TCGA-G7-A8LB,TCGA-G7-A8LC,TCGA-G7-A8LD,TCGA-G7-A8LE,TCGA-GL-6846,TCGA-GL-7773,TCGA-GL-7966,TCGA-GL-8500,TCGA-GL-A4EM,TCGA-GL-A59R,TCGA-GL-A59T,TCGA-GL-A9DC,TCGA-GL-A9DD,TCGA-GL-A9DE,TCGA-HE-7128,TCGA-HE-7129,TCGA-HE-7130,TCGA-HE-A5NF,TCGA-HE-A5NH,TCGA-HE-A5NI,TCGA-HE-A5NJ,TCGA-HE-A5NK,TCGA-HE-A5NL,TCGA-IA-A40U,TCGA-IA-A40X,TCGA-IA-A40Y,TCGA-IA-A83S,TCGA-IA-A83T,TCGA-IA-A83V,TCGA-IA-A83W,TCGA-IZ-8195,TCGA-IZ-8196,TCGA-IZ-A6M8,TCGA-IZ-A6M9,TCGA-J7-6720,TCGA-J7-8537,TCGA-J7-A8I2,TCGA-KV-A6GD,TCGA-KV-A6GE,TCGA-KV-A74V,TCGA-MH-A55W,TCGA-MH-A55Z,TCGA-MH-A560,TCGA-MH-A561,TCGA-MH-A562,TCGA-MH-A854,TCGA-MH-A855,TCGA-O9-A75Z,TCGA-P4-A5E6,TCGA-P4-A5E7,TCGA-P4-A5E8,TCGA-P4-A5EA,TCGA-P4-A5EB,TCGA-P4-AAVK,TCGA-P4-AAVL,TCGA-P4-AAVM,TCGA-P4-AAVO,TCGA-PJ-A5Z8,TCGA-PJ-A5Z9,TCGA-Q2-A5QZ,TCGA-SX-A71R,TCGA-SX-A71S,TCGA-SX-A71U,TCGA-SX-A71V,TCGA-SX-A7SL,TCGA-SX-A7SM,TCGA-SX-A7SN,TCGA-SX-A7SP,TCGA-SX-A7SQ,TCGA-SX-A7SR,TCGA-SX-A7SS,TCGA-SX-A7SU,TCGA-UN-AAZ9,TCGA-UZ-A9PJ,TCGA-UZ-A9PK,TCGA-UZ-A9PL,TCGA-UZ-A9PM,TCGA-UZ-A9PN,TCGA-UZ-A9PO,TCGA-UZ-A9PP,TCGA-UZ-A9PQ,TCGA-UZ-A9PR,TCGA-UZ-A9PS,TCGA-UZ-A9PU,TCGA-UZ-A9PV,TCGA-UZ-A9PX,TCGA-UZ-A9PZ,TCGA-UZ-A9Q0,TCGA-UZ-A9Q1,TCGA-V9-A7HT,TCGA-WN-A9G9,TCGA-WN-AB4C,TCGA-Y8-A894,TCGA-Y8-A895,TCGA-Y8-A896,TCGA-Y8-A897,TCGA-Y8-A898,TCGA-Y8-A8RY,TCGA-Y8-A8RZ,TCGA-Y8-A8S0,TCGA-Y8-A8S1
TCGA-2K-A9WE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23333333333333334,1.0,1.0,1.0,0.9827586206896551,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5245901639344263,0.5769230769230769,1.0,0.09433962264150944,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03225806451612903,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6229508196721312,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.058823529411764705,0.0,1.0,1.0,0.0,0.0,0.1111111111111111,0.8727272727272727,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.20512820512820512,1.0,0.01639344262295082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.49019607843137253,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.04,1.0,0.8181818181818182,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.42857142857142855,0.0,0.0,0.6101694915254238,1.0,1.0,0.4918032786885246,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8448275862068966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.016666666666666666,1.0,0.6031746031746031,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03508771929824561,1.0,1.0,0.8793103448275862,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8070175438596491,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
TCGA-2Z-A9J1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1935483870967742,1.0,1.0,1.0,0.9836065573770492,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.53125,0.5740740740740741,1.0,0.08928571428571429,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.029850746268656716,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6119402985074627,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.06,0.0,1.0,1.0,0.0,0.0,0.13846153846153847,0.8983050847457628,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.17073170731707318,1.0,0.015873015873015872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5263157894736842,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.037037037037037035,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.39655172413793105,0.0,0.0,0.5714285714285714,1.0,1.0,0.53125,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8524590163934426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.015384615384615384,1.0,0.6029411764705882,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03571428571428571,1.0,1.0,0.9016393442622951,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8360655737704918,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
TCGA-2Z-A9J2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1935483870967742,1.0,1.0,1.0,0.9838709677419355,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4931506849315068,0.5555555555555556,1.0,0.10344827586206896,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.029411764705882353,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6176470588235294,0.0,0.014925373134328358,0.0,0.0,1.0,1.0,0.0,0.08620689655172414,0.0,1.0,1.0,0.0,0.0,0.1111111111111111,0.8709677419354839,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1951219512195122,1.0,0.030303030303030304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4576271186440678,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.01818181818181818,1.0,0.7580645161290323,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4117647058823529,0.0,0.0,0.6056338028169014,1.0,1.0,0.4782608695652174,1.0,1.0,1.0,1.0,1.0,0.016666666666666666,1.0,0.8507462686567164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.014705882352941176,1.0,0.5844155844155844,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.031746031746031744,1.0,1.0,0.8939393939393939,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
TCGA-2Z-A9J3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21212121212121213,1.0,1.0,1.0,0.9848484848484849,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5074626865671642,0.5737704918032787,1.0,0.08771929824561403,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.028985507246376812,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6417910447761194,0.0,0.015625,0.0,0.0,1.0,1.0,0.0,0.03636363636363636,0.0,1.0,1.0,0.0,0.0,0.15714285714285714,0.8888888888888888,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1590909090909091,1.0,0.014925373134328358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4915254237288136,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.017857142857142856,1.0,0.7868852459016393,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4444444444444444,0.0,0.0,0.6,1.0,1.0,0.5151515151515151,1.0,1.0,1.0,1.0,1.0,0.016129032258064516,1.0,0.8955223880597015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.014492753623188406,1.0,0.6111111111111112,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03333333333333333,1.0,1.0,0.9076923076923077,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8307692307692308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
TCGA-2Z-A9J5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4864864864864865,0.5384615384615384,1.0,0.1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.027777777777777776,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6164383561643836,0.0,0.014925373134328358,0.0,0.0,1.0,1.0,0.0,0.08196721311475409,0.0,1.0,1.0,0.0,0.0,0.1232876712328767,0.8888888888888888,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1702127659574468,1.0,0.027777777777777776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.46153846153846156,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.01639344262295082,1.0,0.765625,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.42028985507246375,0.0,0.0,0.5616438356164384,1.0,1.0,0.4782608695652174,1.0,1.0,1.0,1.0,1.0,0.015873015873015872,1.0,0.8873239436619719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.013333333333333334,1.0,0.5769230769230769,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.030303030303030304,1.0,1.0,0.9253731343283582,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.782608695652174,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
TCGA-2Z-A9J6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23529411764705882,1.0,1.0,1.0,0.9838709677419355,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4852941176470588,0.5166666666666667,1.0,0.08620689655172414,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.029850746268656716,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6515151515151515,0.0,0.015873015873015872,0.0,0.0,1.0,1.0,0.0,0.05454545454545454,0.0,1.0,1.0,0.0,0.0,0.07142857142857142,0.8870967741935484,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2222222222222222,1.0,0.029411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.44642857142857145,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.017857142857142856,1.0,0.7666666666666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4375,0.0,0.0,0.5652173913043478,1.0,1.0,0.4925373134328358,1.0,1.0,1.0,1.0,1.0,0.016666666666666666,1.0,0.873015873015873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.014925373134328358,1.0,0.5774647887323944,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.01639344262295082,1.0,1.0,0.9206349206349206,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7903225806451613,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
TCGA-2Z-A9J7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.0,1.0,1.0,0.984375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5352112676056338,0.5714285714285714,1.0,0.09836065573770492,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.013513513513513514,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08064516129032258,0.0,1.0,1.0,0.0,0.0,0.125,0.875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.22727272727272727,1.0,0.030303030303030304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4918032786885246,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.034482758620689655,1.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4603174603174603,0.0,0.0,0.6,1.0,1.0,0.5362318840579711,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8769230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.013888888888888888,1.0,0.6081081081081081,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.030303030303030304,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7878787878787878,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
TCGA-2Z-A9J8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7666666666666667,0.0,0.0,0.0,0.015384615384615384,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5142857142857142,0.45614035087719296,0.0,0.9285714285714286,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9692307692307692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4032258064516129,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9433962264150944,1.0,0.0,0.0,1.0,1.0,0.8823529411764706,0.12280701754385964,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7619047619047619,0.0,0.9692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5344827586206896,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9807692307692307,0.0,0.20689655172413793,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5625,1.0,1.0,0.4393939393939394,0.0,0.0,0.5230769230769231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9846153846153846,0.0,0.44285714285714284,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9838709677419355,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22033898305084745,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
