"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SCGB3A1",45.7020442757336,-1.48796061073549,0.230185658182922,-6.46417601548855,1.01852263050767e-10,1.95471172433319e-09
"DPPA2",12.6629186003934,-1.48684067931385,0.296993730677892,-5.00630325064477,5.54853199102775e-07,4.54588184118287e-06
"KIAA2012",6.80568952954493,-1.48149735003555,0.250996760196108,-5.90245606707445,3.58129503950905e-09,4.76797001185466e-08
"DLEC1",177.583986959448,-1.48060929157092,0.195466494126999,-7.57474726389137,3.59827441045933e-14,1.50963077442514e-12
"FHL1",46875.6129745912,-1.48044651903524,0.196807385389328,-7.52231180809903,5.38160492130033e-14,2.1749807059293e-12
"MIR6784",2.97664079606233,-1.47175549287236,0.255885832133522,-5.75160992932345,8.83975716629818e-09,1.08232987394028e-07
"NRG1-IT1",0.68532308107563,-1.46811475460366,0.519426597003307,-2.82641428658748,0.00470723399770102,0.0137429353907325
"CCN6",214.799385597711,-1.46791631640271,0.278044843246253,-5.27942291345658,1.2959138421984e-07,1.23097447893081e-06
"AC004593.1",1.01400235155346,-1.46785913600891,0.329305418407128,-4.45743997505126,8.29442519748081e-06,5.10291779023568e-05
"FOXCUT",42.565408165109,-1.46649253498187,0.190056457169122,-7.71608898126995,1.19953583516478e-14,5.53883876175008e-13
"PCP4",937.137757654991,-1.46545186909299,0.294911803721857,-4.96911907424063,6.72577600026956e-07,5.39012719738917e-06
"AL021396.1",1.79371325283184,-1.46309659530216,0.269224450367816,-5.43448633028416,5.49545096301574e-08,5.65321791168716e-07
"BX547991.1",89.3194435167347,-1.45924358727711,0.286338192308999,-5.09622406815497,3.46494988874865e-07,2.96942893777713e-06
"LINC02029",17.4264096464781,-1.45915286296474,0.171696890208071,-8.49842336221968,1.92183066419918e-17,1.59350759330889e-15
"RPL15P21",1.68933189622996,-1.45281776009203,0.242211348806864,-5.99814074463738,1.99589500219027e-09,2.82502671455389e-08
"COL4A2-AS2",5.47422125369957,-1.45142089015482,0.271183511795985,-5.35217233725754,8.69045714499643e-08,8.58663578904214e-07
"AL136982.6",8.5296230233108,-1.44794424909268,0.293127453853563,-4.93964052175072,7.82667239459133e-07,6.17991359504123e-06
"EVPLL",30.9809366160892,-1.4439880865739,0.221033681442849,-6.53288710185675,6.45137759645851e-11,1.29081118115752e-09
"ARPP21-AS1",0.72716968516718,-1.4422774095772,0.435575018252753,-3.31120323512283,0.000928957141405648,0.00333832338000151
"LINC02639",1.33051488661451,-1.44149053347479,0.347278399836344,-4.15082116870529,3.31284541975375e-05,0.000174709435103304
"LINC02308",96.3588525141365,-1.43686858389423,0.360292184836439,-3.98806481063839,6.66144671461413e-05,0.000325937486711501
"AL035665.1",44.8860185333953,-1.4363980237791,0.288021155205224,-4.98712680586125,6.1283844280246e-07,4.96503446116656e-06
"CHIT1",4753.51108271201,-1.43587548035591,0.300916271494135,-4.77167776015027,1.82697636796267e-06,1.32060181558247e-05
"KRT16P2",9.48459205998337,-1.43477483585076,0.483668142451847,-2.96644477880535,0.00301264456335183,0.0093110640308291
"MARK2P5",0.393967626307312,-1.43392262871856,0.582268376821088,-2.46264898764915,0.0137914860270171,0.0344930290125631
"HNF4A-AS1",15.9532448988272,-1.43308782923387,0.341016084196838,-4.20240538685758,2.64093640898067e-05,0.000142930859327146
"PRKCG",45.0262838142733,-1.43304922097944,0.336631187960652,-4.25703046013355,2.07160139929033e-05,0.000115356244296704
"SLIT2",1224.72143922885,-1.43022130439696,0.187471443744463,-7.62900885505768,2.36565390632871e-14,1.02829934625039e-12
"MTND5P32",0.821875745261515,-1.43005805690538,0.421458432110401,-3.39311767887652,0.000691019451496539,0.00257868234338953
"AC092954.1",8.40079914952106,-1.42952053415134,0.261224278540485,-5.47238772038483,4.4401207502094e-08,4.65072794471811e-07
"HCG22",8.70999277490402,-1.42700379868954,0.312495344345272,-4.56648018766275,4.9598189136912e-06,3.20158677442287e-05
"FAM230I",12.5855078661051,-1.42604649739105,0.296667874864522,-4.80687872942858,1.53304918817807e-06,1.12996070539846e-05
"ADGRA1",43.9576536539687,-1.42550176166538,0.417692658868241,-3.41280061164553,0.000642989676211353,0.0024184089314218
"AC087477.1",5.06001539086517,-1.42206578869892,0.241489024557907,-5.88873880004399,3.89153932130572e-09,5.14371580638544e-08
"NKAIN3-IT1",240.800530275369,-1.42175879828997,0.354110097665061,-4.01501907927732,5.94409861484516e-05,0.000294425316282078
"AC147651.3",0.490599701746294,-1.41882420777726,0.564674549139766,-2.51264061739407,0.0119831338258601,0.0306075990586195
"MSLN",2468.31847212584,-1.41678568661351,0.275199903269341,-5.14820561265566,2.62990125984419e-07,2.32405393019832e-06
"AC010551.2",0.989801757613983,-1.41124127779582,0.337787780483291,-4.17789321975084,2.9422171732622e-05,0.000157380862003742
"RN7SL477P",5.83427885122296,-1.40600603760421,0.218168704210522,-6.44458169512472,1.15919681399792e-10,2.19040147449117e-09
"KRT7-AS",271.062658310303,-1.40447660896622,0.244846342869266,-5.73615514329381,9.68499520046182e-09,1.17573890097294e-07
"LEP",17.8510288337151,-1.40381257223871,0.303786403992151,-4.62105134986548,3.81800251088264e-06,2.53717519492573e-05
"PPP4R1-AS1",10.7215262784001,-1.40134342395436,0.180510824106661,-7.76320993984452,8.28063718308145e-15,3.94645546638923e-13
"AC007790.1",2.26205825800718,-1.39936253222624,0.259692781474697,-5.38853072572824,7.10360197212496e-08,7.16605122023155e-07
"SBK1",1054.78721687784,-1.39920126362133,0.146557356993131,-9.54712402248708,1.33346613183551e-21,2.57065600895249e-19
"AC012409.3",59.0983025065465,-1.3947240372787,0.200197280646348,-6.9667481634903,3.2435051451001e-12,8.58905112462085e-11
"AL121820.2",10.7963259167589,-1.39316175219597,0.290799020248876,-4.79080621043241,1.66112504168733e-06,1.21299880885032e-05
"SRL",224.25828719219,-1.39193871779226,0.232885239640178,-5.97692975279538,2.27382187990056e-09,3.17413021004511e-08
"GUSBP11",223.091680548385,-1.38975584492374,0.157893300066484,-8.80186711113487,1.34558461842275e-18,1.44917208234378e-16
"AC080037.1",7.65463817461244,-1.38821754305948,0.289490188271848,-4.79538719894669,1.62360912768465e-06,1.18920732384136e-05
"AL355376.2",2.20229588453191,-1.38518763135601,0.334264336507494,-4.14398869418413,3.41316578340824e-05,0.000179450465011501
"AC236972.2",0.48161392782543,-1.38454339147481,0.425043844328092,-3.25741311149556,0.00112432673401937,0.00394050918615133
"AGAP11",28.028295247474,-1.38382477481684,0.266054527186282,-5.20128256959873,1.97917922133063e-07,1.80059542372873e-06
"KRT7",28138.1323462232,-1.38110637966605,0.227668363565857,-6.06630784371823,1.30884150472733e-09,1.92315903415651e-08
"LINC02438",1.94517945309384,-1.37959987824272,0.503198336191964,-2.74166224134021,0.00611291636791475,0.0172136724716127
"PTN",1677.77998056114,-1.37750755106482,0.293463516489259,-4.69396525859199,2.67959559997628e-06,1.85717217243727e-05
