"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SYCP2",110.93516934509,1.3664300917528,0.178245632606155,7.66599479478978,1.77450387868963e-14,7.93709646714121e-13
"GPX3",59443.9918576417,1.36610186143759,0.206700758804284,6.60908005050478,3.86715578934222e-11,8.16550156702511e-10
"AC011503.1",2.04698813080476,1.36588865932647,0.348313969742973,3.92142945152152,8.80252213494071e-05,0.000416992312857567
"AC010307.4",0.499666056062803,1.36571467425466,0.47080657815943,2.90079777473327,0.00372214001990341,0.01119089618583
"TRBV12-5",1.4140750815163,1.36567052558911,0.35000035687878,3.90191180879881,9.54359306586763e-05,0.00044764327767347
"LINC02302",8.31536110321158,1.36556739211497,0.457508071935313,2.98479409628437,0.00283769268221196,0.00884050412535263
"KCNN3",89.0647767845473,1.36464728195551,0.155589481470165,8.77081965349431,1.77370341910319e-18,1.87361394594364e-16
"RBM22P1",0.446188047961112,1.36430171051062,0.578459898751611,2.35850698286079,0.018348614577679,0.0440196506820475
"SLC16A1",1088.90844714674,1.36385438269742,0.193307460032367,7.05536342192411,1.72150197249041e-12,4.86258095614215e-11
"AC104971.3",1.08326158725457,1.36315824075591,0.36018098425276,3.78464799740595,0.000153926286810526,0.000683888213213488
"AP002784.1",0.992972788599655,1.3625020438839,0.312190546577428,4.36432832070389,1.27513944786602e-05,7.46723519925917e-05
"AP001025.1",0.876821470499299,1.36227532817406,0.429288362552423,3.17333393356943,0.00150699085332012,0.00508698470851082
"IGHV1OR21-1",2.22056473429385,1.36212735891254,0.469225208287428,2.90292877461552,0.00369690705184268,0.0111244789113281
"MIR8071-2",2.49831492754616,1.36152659721541,0.373202559833884,3.64822416497206,0.000264059199523133,0.00110196628388504
"AC124276.1",1.87141730579875,1.36118517115089,0.318373214681708,4.27543872530775,1.90761263457684e-05,0.000107262524046587
"RIMS4",8.94553172584834,1.36088402002399,0.305525025627123,4.45424729850077,8.41880198463646e-06,5.17283393338077e-05
"AC027601.3",3.76026097672602,1.36009397293399,0.310909835110639,4.37456078689177,1.21677214734827e-05,7.16105711415309e-05
"EFCAB9",0.57841488600564,1.3600050217149,0.401940727162977,3.38359596280336,0.000715432008682586,0.00265644790362182
"LTA",16.9744572941,1.35989154827864,0.176452507463692,7.70684173223469,1.28969579165111e-14,5.92675934957096e-13
"ALOXE3",16.1827349308452,1.35977273446996,0.217816642109201,6.24274032187241,4.29970416653589e-10,7.03349146563249e-09
"LINC00982",12.3788471469055,1.35971391246839,0.272055119128875,4.99793540670075,5.79473877020338e-07,4.72350841488291e-06
"FOLH1",87.286026634096,1.35928898177892,0.199859610278398,6.80121901511502,1.03737570602033e-11,2.45339590293066e-10
"CHST6",22.5056038651597,1.35918108239577,0.191918121210218,7.08208830841451,1.4199811640332e-12,4.11335790837446e-11
"IRS4",1.6160732402219,1.35902761662095,0.571148839265677,2.37946315074061,0.01733787640611,0.0419319509919694
"TICRR",62.5854162772397,1.35883156559196,0.15395717114126,8.82603619902311,1.08450938400359e-18,1.19469553741835e-16
"THEGL",0.981807729335634,1.35813317037445,0.411511416786067,3.30035356243958,0.000965630923759815,0.00344921863039498
"AL669818.1",0.671328777543498,1.35771638251257,0.398459016499225,3.40741789316545,0.000655806359976783,0.00246157223668856
"GBX2",2.4568813395355,1.35758003611008,0.303429667651171,4.4741176649568,7.6727483684094e-06,4.75306050919654e-05
"AC026471.6",14.3824490028097,1.35706137388056,0.187032867711257,7.25573740320124,3.99479440191247e-13,1.29649236498432e-11
"PTCSC2",0.46618104939119,1.3565828444038,0.563021951970949,2.40946705480108,0.0159758383786634,0.0391212718023338
"AC006065.4",0.543376728666484,1.35607573521935,0.568521290234051,2.38526816587832,0.0170666755672287,0.0413772711545037
"DIPK1B",168.450473632802,1.35587755813261,0.163697834172477,8.28280694724415,1.20305364512319e-16,8.43362478933997e-15
"MAP6",242.615159274226,1.35572519337301,0.202115298119527,6.70768222883978,1.97739949123693e-11,4.4044260418331e-10
"HIF3A",124.508830056652,1.35568329745279,0.210469055139566,6.44124760551524,1.18495373600176e-10,2.23517985544442e-09
"KIAA1211",110.586355494399,1.35531703537328,0.240093843794774,5.64494705050318,1.65232093778256e-08,1.90397149064986e-07
"TRIB3",1248.54061456432,1.35507936927022,0.178149695697596,7.60640855413208,2.81817465061827e-14,1.20329503686864e-12
"FGB",1646.11384243741,1.35502273317514,0.444890457680243,3.04574465417966,0.00232104859743308,0.00742905111428108
"SLC2A12",43.1676880749675,1.35469590103315,0.19245379221386,7.03907096581279,1.93525793857306e-12,5.40694239707413e-11
"AC005358.2",0.462868991211871,1.35463053914396,0.365147757902563,3.70981475259511,0.000207410954166109,0.000890130982728017
"UCN3",23.7958790064925,1.35460816255481,0.249735678477839,5.42416754710928,5.8225248403177e-08,5.96422071581533e-07
