,sil_val,cluster
TCGA-BQ-5888,0.9856216639589819,1
TCGA-BQ-5889,0.9861675075126607,1
TCGA-BQ-5890,0.7591744290659381,1
TCGA-BQ-5891,0.5498858727950674,1
TCGA-BQ-5892,0.9879778258944822,1
TCGA-BQ-5893,0.9790910447984489,2
TCGA-BQ-5894,0.9854263201482094,1
TCGA-BQ-7044,0.9858511241564234,1
TCGA-BQ-7045,0.9787750066436988,2
TCGA-BQ-7046,0.9781552622451544,2
TCGA-BQ-7048,0.9873717754922733,1
TCGA-BQ-7051,0.9781985333025595,2
TCGA-BQ-7053,0.9795653935420435,2
TCGA-BQ-7055,0.98501954159482,1
TCGA-BQ-7056,0.9861894932563545,1
TCGA-BQ-7058,0.9777427079400337,2
TCGA-BQ-7059,0.9873638169989677,1
TCGA-BQ-7060,0.9795134743273876,2
TCGA-BQ-7061,0.9885625875818379,1
TCGA-BQ-7062,0.9764092928244622,2
TCGA-DW-5560,0.9773492839878339,2
TCGA-DW-5561,0.9756501794943518,2
TCGA-DW-7834,0.977876809710791,2
TCGA-DW-7836,0.9793259040965366,2
TCGA-DW-7837,0.9791192899633304,2
TCGA-DW-7838,0.9778765819552662,2
TCGA-DW-7839,0.9775827960559236,2
TCGA-DW-7840,0.9776412119205203,2
TCGA-DW-7841,0.977848207741889,2
TCGA-DW-7842,0.9764663188563135,2
TCGA-DW-7963,0.9789025675713331,2
TCGA-DZ-6131,0.9872213670995366,1
TCGA-DZ-6132,0.9774353405469423,2
TCGA-DZ-6133,0.9788694671725106,2
TCGA-DZ-6134,0.9789348351277297,2
TCGA-DZ-6135,0.8647245026689484,1
TCGA-EV-5901,0.9798752730680812,2
TCGA-EV-5902,0.9848932889663765,1
TCGA-EV-5903,0.9789707867152301,2
TCGA-F9-A4JJ,0.9875651387733518,1
TCGA-F9-A7Q0,0.9863013877566338,1
TCGA-F9-A7VF,0.9785281030327944,2
TCGA-F9-A8NY,0.9795852746602681,2
TCGA-F9-A97G,0.9877250310305303,1
TCGA-G7-6789,0.9862753622455682,1
TCGA-G7-6790,0.9794543406699215,2
TCGA-G7-6792,0.9857556390167936,1
TCGA-G7-6793,0.9849005548621919,1
TCGA-G7-6795,0.9785731832366277,2
TCGA-G7-6796,0.9000324899673975,1
TCGA-G7-6797,0.9869977464802503,1
TCGA-G7-7501,0.9867549690441194,1
TCGA-G7-7502,0.9854759884354232,1
TCGA-G7-A4TM,0.9765213889324709,2
TCGA-G7-A8LB,0.9779408035978662,2
TCGA-G7-A8LC,0.9885016923264079,1
TCGA-G7-A8LD,0.9873722545188371,1
TCGA-G7-A8LE,0.9774215284243654,2
TCGA-GL-6846,0.9770763722554584,2
TCGA-GL-7773,0.9866041800298967,1
TCGA-GL-7966,0.9881312977470647,1
TCGA-GL-8500,0.9854580526952423,1
TCGA-GL-A4EM,0.9778991914589565,2
TCGA-GL-A59R,0.9785696918418019,2
TCGA-GL-A59T,0.9791857468165124,2
TCGA-GL-A9DC,0.9788483012012985,2
TCGA-GL-A9DD,0.9792575892198504,2
TCGA-GL-A9DE,0.9875804456311545,1
TCGA-HE-7128,0.9779817554417023,2
TCGA-HE-7129,0.9774801068494432,2
TCGA-HE-7130,0.9860815369970932,1
TCGA-HE-A5NF,0.9800128371492697,2
TCGA-HE-A5NH,0.9786515271391217,2
TCGA-HE-A5NI,0.9785853412656625,2
TCGA-HE-A5NJ,0.9802790349043978,2
TCGA-HE-A5NK,0.9856244587461079,1
TCGA-HE-A5NL,0.9791015874520793,2
TCGA-IA-A40U,0.7906939508529974,1
TCGA-IA-A40X,0.9882156737201987,1
TCGA-IA-A40Y,0.9878797522761746,1
TCGA-IA-A83S,0.06294503871677862,2
TCGA-IA-A83T,0.9775773802341315,2
TCGA-IA-A83V,0.9779336053634204,2
TCGA-IA-A83W,0.8704892223041267,1
TCGA-IZ-8195,0.9783740623095483,2
TCGA-IZ-8196,0.9785814613213949,2
TCGA-IZ-A6M8,0.9783107791674501,2
TCGA-IZ-A6M9,0.9782962283035428,2
TCGA-J7-6720,0.979557051805135,2
TCGA-J7-8537,0.932137357311944,1
TCGA-J7-A8I2,0.9786128151121307,2
TCGA-KV-A6GD,0.4864214590203637,2
TCGA-KV-A6GE,0.97783950184387,2
TCGA-KV-A74V,0.9803892011873389,2
TCGA-MH-A55W,0.9792299753064296,2
TCGA-MH-A55Z,0.9782288269917576,2
TCGA-MH-A560,0.9799596245696582,2
TCGA-MH-A561,0.9796902368914591,2
TCGA-MH-A562,0.9768715469113458,2
TCGA-MH-A854,0.9874437797920844,1
TCGA-MH-A855,0.9870453318396093,1
TCGA-O9-A75Z,0.9775465001464759,2
TCGA-P4-A5E6,0.9864460964637034,1
TCGA-P4-A5E7,0.9795910065191769,2
TCGA-P4-A5E8,0.9857992079356577,1
TCGA-P4-A5EA,0.9865672153494982,1
TCGA-P4-A5EB,0.9864350473760628,1
TCGA-P4-AAVK,0.12719600770800654,2
TCGA-P4-AAVL,0.9786160408114449,2
TCGA-P4-AAVM,0.061543959818849185,2
TCGA-P4-AAVO,0.985478329127438,1
TCGA-PJ-A5Z8,0.9858896406212119,1
TCGA-PJ-A5Z9,0.9797683339975747,2
TCGA-Q2-A5QZ,0.9872922155371783,1
TCGA-SX-A71R,0.979458780783951,2
TCGA-SX-A71S,0.976702654878879,2
TCGA-SX-A71U,0.9763968791449243,2
TCGA-SX-A71V,0.9788026592272239,2
TCGA-SX-A7SL,0.9772896431339155,2
TCGA-SX-A7SM,0.9885286721097897,1
TCGA-SX-A7SN,0.98071523293977,2
TCGA-SX-A7SP,0.975621668849824,2
TCGA-SX-A7SQ,0.529449475825329,2
TCGA-SX-A7SR,0.9785473063626072,2
TCGA-SX-A7SS,0.9794532650297051,2
TCGA-SX-A7SU,0.9782667058183712,2
TCGA-UN-AAZ9,0.9854551967728219,1
TCGA-UZ-A9PJ,0.9779403478315511,2
TCGA-UZ-A9PK,0.9797707543768648,2
TCGA-UZ-A9PL,0.9771800400771982,2
TCGA-UZ-A9PM,0.9781438749730714,2
TCGA-UZ-A9PN,0.9863634924693847,1
TCGA-UZ-A9PO,0.9789038610497423,2
TCGA-UZ-A9PP,0.9778232790958054,2
TCGA-UZ-A9PQ,0.9860850996024464,1
TCGA-UZ-A9PR,0.9776964510526325,2
TCGA-UZ-A9PS,0.978099885145149,2
TCGA-UZ-A9PU,0.9798647464806604,2
TCGA-UZ-A9PV,0.9784358272040544,2
TCGA-UZ-A9PX,0.977838231827723,2
TCGA-UZ-A9PZ,0.9802807059824271,2
TCGA-UZ-A9Q0,0.9774358443628008,2
TCGA-UZ-A9Q1,0.4829064231773464,2
TCGA-V9-A7HT,0.9800349700464726,2
TCGA-WN-A9G9,0.9845212101607664,1
TCGA-WN-AB4C,0.9787246917613818,2
TCGA-Y8-A894,0.9871022836012577,1
TCGA-Y8-A895,0.9790551403983727,2
TCGA-Y8-A896,0.9844479266947334,1
TCGA-Y8-A897,-0.1291549211990034,2
TCGA-Y8-A898,0.9779475616296168,2
TCGA-Y8-A8RY,0.9787710191100545,2
TCGA-Y8-A8RZ,0.9873848967849068,1
TCGA-Y8-A8S0,0.9760242818187204,2
TCGA-Y8-A8S1,0.9875711911642251,1
