"","x"
"1514",NA
"1515","TMEM151A"
"1516","BCO2"
"1517",NA
"1518","CARD14"
"1519","LAIR1"
"1520","RARRES1"
"1521",NA
"1522",NA
"1523",NA
"1524","SAPCD1"
"1525","RNF175"
"1526","SPOCD1"
"1527","AKR1C7P"
"1528","SP8"
"1529","ADAMTS20"
"1530","GPR87"
"1531","MSX2"
"1532","VCX3A"
"1533","IL1A"
"1534",NA
"1535","H2BP9"
"1536","TP73"
"1537","MIR9-1HG"
"1538",NA
"1539","CKAP2L"
"1540","PSME2P6"
"1541","TMEM252"
"1542",NA
"1543",NA
"1544",NA
"1545","CFAP77"
"1546","RPS2P36"
"1547","LINC00943"
"1548","RNU6-796P"
"1549",NA
"1550","RPSAP22"
"1551",NA
"1552","ACTL6B"
"1553",NA
"1554",NA
"1555","ITGB2-AS1"
"1556","NKX2-5"
"1557","LINC02241"
"1558","ARX"
"1559",NA
"1560","NCAN"
"1561","LINC00635"
"1562","MIR4685"
"1563",NA
"1564","CABYR"
"1565",NA
"1566",NA
"1567","LINC01474"
"1568",NA
"1569","CHST4"
"1570","PAQR4"
"1571",NA
"1572","AQP9"
"1573",NA
"1574","LOC101927164"
"1575",NA
"1576",NA
"1577","LOC392787"
"1578",NA
"1579","PCDHGC5"
"1580","VN1R110P"
"1581","SH3TC2"
"1582",NA
"1583",NA
"1584",NA
"1585",NA
"1586","C15orf48"
"1587","OR1F1"
"1588",NA
"1589","LAPTM5"
"1590","PP12613"
"1591","IRX3"
"1592","RPL22L1"
"1593",NA
"1594",NA
"1595","TMEM178B"
"1596","LINC01426"
"1597","PYCARD"
"1598",NA
"1599",NA
"1600","WNT5A"
"1601","LY6D"
"1602","MUCL3"
"1603","THEMIS2"
"1604","TEKT4"
"1605","SYCE3"
"1606",NA
"1607",NA
"1608","FDXR"
"1609","OR1Q1"
"1610","SHLD2P1"
"1611",NA
"1612","GSG1L2"
"1613","LINC01356"
"1614","MTND4P9"
"1615","SH3TC2-DT"
"1616","USP32P1"
"1617","LINC00615"
"1618","LHX8"
"1619","SIGLEC1"
"1620",NA
"1621",NA
"1622","TRIB3"
"1623","FGG"
"1624",NA
"1625",NA
"1626",NA
"1627","MIR5188"
"1628",NA
"1629","CCNA2"
"1630","CCDC182"
"1631","PHEX-AS1"
"1632","LOC105379301"
"1633","SPATA8"
"1634","TREM1"
"1635",NA
"1636","PHLDA3"
"1637",NA
"1638",NA
"1639",NA
"1640","ESCO2"
"1641","CKAP2LP1"
"1642",NA
"1643","SLC28A3"
"1644",NA
"1645",NA
"1646",NA
"1647","SLC11A1"
"1648",NA
"1649",NA
"1650","RTBDN"
"1651",NA
"1652","LINC01634"
"1653",NA
"1654",NA
"1655","LINC01564"
"1656",NA
"1657","KRT7-AS"
"1658","DEFB125"
"1659","MESP1"
"1660",NA
"1661",NA
"1662","PRKAR1B-AS2"
"1663","TRIM31"
"1664",NA
"1665","FGF14-AS1"
"1666","GAD2"
"1667","GJB3"
"1668","APOBR"
"1669","MTND2P26"
"1670","H2BC9"
"1671","LINC02912"
"1672","GNG13"
"1673","LOC100129620"
"1674","GAGE1"
"1675",NA
"1676",NA
"1677",NA
"1678",NA
"1679",NA
"1680",NA
"1681",NA
"1682","C16orf74"
"1683",NA
"1684","ATP2A1"
"1685","HSPB2"
"1686","HOXA3"
"1687",NA
"1688","H3C14"
"1689","CORO7-PAM16"
"1690","LINC02465"
"1691","LINC02615"
"1692","TBX18-AS1"
"1693","CREG2"
"1694",NA
"1695","CDKN3"
"1696","KRTAP5-5"
"1697",NA
"1698","UPK3BP1"
"1699","FOXA1"
"1700",NA
"1701",NA
"1702",NA
"1703",NA
"1704","CD84"
"1705","FOXL2"
"1706",NA
"1707",NA
"1708","TUBA3E"
"1709",NA
"1710","ROPN1"
"1711","CT83"
"1712",NA
"1713","NME8"
"1714","FAM138E"
"1715",NA
"1716","LINC00917"
"1717","VWDE"
"1718","C8orf74"
"1719",NA
"1720",NA
"1721",NA
"1722","NHLH2"
"1723","PSG9"
"1724",NA
"1725","TBX4"
"1726","TNFRSF12A"
"1727",NA
"1728","NRG1-IT1"
"1729",NA
"1730","C1QL2"
"1731","ENPP7P11"
"1732",NA
"1733","LINC01615"
"1734","MED15P9"
"1735","CYP4F60P"
"1736",NA
"1737",NA
"1738","LRRC46"
"1739",NA
"1740","HOTAIR"
"1741",NA
"1742",NA
"1743",NA
"1744","LINC02611"
"1745","AZU1"
"1746",NA
"1747","GSG1"
"1748",NA
"1749",NA
"1750","RNU7-151P"
"1751",NA
"1752","RNU6-548P"
"1753","LNP1"
"1754","SLC22A20P"
"1755","FBXO41"
"1756","F12"
"1757","DMBX1"
"1758","LINC02639"
"1759","LILRB3"
"1760","C1QA"
"1761","H2AC17"
"1762",NA
"1763","TPSD1"
"1764",NA
"1765","RNU6-610P"
"1766","GSDMC"
"1767","DDX11-AS1"
"1768",NA
"1769","CEACAM6"
"1770","KRT18P10"
"1771","ZIC1"
"1772",NA
"1773",NA
"1774","STRC"
"1775",NA
"1776","C3orf22"
"1777",NA
"1778",NA
"1779","H3C8"
"1780",NA
"1781","LSP1"
"1782","UGT1A3"
"1783",NA
"1784","ACRBP"
"1785",NA
"1786","LINC00939"
"1787","GAS2L3"
"1788","GTSE1"
"1789",NA
"1790",NA
"1791","CLU"
"1792","LINC00857"
"1793",NA
"1794",NA
"1795","CITED4"
"1796",NA
"1797","CCL28"
"1798","LINC02167"
"1799","POU5F1"
"1800",NA
"1801",NA
"1802",NA
"1803",NA
"1804","LRP1-AS"
"1805","SPI1"
"1806","HNRNPA1P17"
"1807","OR2H2"
"1808",NA
"1809","DDB2"
"1810","LOC102724265"
"1811","FOXM1"
"1812",NA
"1813","LINC02082"
"1814",NA
"1815","PRDM13"
"1816","ASIC3"
"1817",NA
"1818",NA
"1819","TPSAB1"
"1820","CFHR5"
"1821","MIR508"
"1822",NA
"1823","RPS26P45"
"1824","LINC00347"
"1825","CNBD1"
"1826","CPEB1-AS1"
"1827","CENPK"
"1828","CDHR4"
"1829",NA
"1830",NA
"1831","TBX5"
"1832","SNORA73B"
"1833","LINC00221"
"1834","LINC02742"
"1835","SNORD15B"
"1836","SFTA1P"
"1837","DRC1"
"1838",NA
"1839",NA
"1840",NA
"1841","PURPL"
"1842","CASC11"
"1843","KRT18P3"
"1844","GJB5"
"1845","RPS8P6"
"1846",NA
"1847","HDC"
"1848","HSPB8"
"1849","BPIFB2"
"1850","KPNA7"
"1851",NA
"1852","LINC02733"
"1853","CD1A"
"1854","CHL1-AS2"
"1855",NA
"1856","TTK"
"1857","RPL21P13"
"1858","SNORA3B"
"1859",NA
"1860",NA
"1861","MS4A4E"
"1862","CST6"
"1863","LGALS12"
"1864",NA
"1865","RN7SL602P"
"1866","OR10Q1"
"1867","TICRR"
"1868",NA
"1869","IGFL3"
"1870","SLAMF8"
"1871","LRRC20"
"1872","GUCA2B"
"1873","GRM8"
"1874",NA
"1875",NA
"1876",NA
"1877",NA
"1878","NDUFB10P2"
"1879","C1orf87"
"1880","ANKRD40CL"
"1881","SNORC"
"1882","UPK1B"
"1883","C17orf64"
"1884",NA
"1885","DLGAP1"
"1886","ISL2"
"1887","ZMIZ1-AS1"
"1888",NA
"1889","OR4F13P"
"1890","RPL18AP10"
"1891",NA
"1892",NA
"1893","TRIP13"
"1894",NA
"1895","LOC105374524"
"1896",NA
"1897",NA
"1898",NA
"1899","LINC00533"
"1900","NGB"
"1901","HTR1D"
"1902","CALML5"
"1903","NPIPB11"
"1904",NA
"1905",NA
"1906","OR4A47"
"1907",NA
"1908",NA
"1909","MILR1"
"1910","MTND6P21"
"1911","ERCC6L"
"1912",NA
"1913","SRPK2P"
"1914","ADAMTSL5"
"1915","RBM46"
"1916","MIR1302-3"
"1917","LINC01744"
"1918","KERA"
"1919","GGTLC2"
"1920","SHISAL2A"
"1921",NA
"1922","AGAP11"
"1923","CASC9"
"1924",NA
"1925",NA
"1926","RN7SL448P"
"1927","RN7SKP66"
"1928","RPL12P24"
"1929","LOC107984761"
"1930",NA
"1931","CAPN12"
"1932","GPR84"
"1933","STRA8"
"1934","MAPK15"
"1935",NA
"1936","LOC105371824"
"1937","LINC00520"
"1938","RPSAP48"
"1939","FAM83A-AS1"
"1940","CXCL8"
"1941","DCST2"
"1942",NA
"1943","OR10V3P"
"1944",NA
"1945","DUX4"
"1946",NA
"1947","TRIM63"
"1948","LOC402229"
"1949",NA
"1950",NA
"1951","LSP1P5"
"1952","RPS26P49"
"1953","ELOVL2"
"1954","RPL37P6"
"1955","KCNB2"
"1956",NA
"1957","TMEM252-DT"
"1958",NA
"1959","LINC02473"
"1960","ERFL"
"1961","LINC02186"
"1962","SKA3"
"1963",NA
"1964","ERVV-1"
"1965","PVRIG"
"1966",NA
"1967","SLCO5A1"
"1968","C2-AS1"
"1969","CD180"
"1970","OTOP2"
"1971",NA
"1972",NA
"1973","FSHR"
"1974",NA
"1975",NA
"1976",NA
"1977","RPL29P1"
"1978",NA
"1979",NA
"1980",NA
"1981",NA
"1982","LOC645433"
"1983","SIGLEC10"
"1984","LST1"
"1985","ABHD11"
"1986","RPL22P19"
"1987","UTS2"
"1988","LOC642474"
"1989","TMC5"
"1990",NA
"1991","VCX"
"1992",NA
"1993","MTCYBP21"
"1994","LGALS9B"
"1995","PLEKHH2"
"1996","ARRDC5"
"1997",NA
"1998",NA
"1999",NA
"2000","IFITM10"
"2001","RPL6P7"
"2002",NA
"2003",NA
"2004",NA
"2005","KRT9"
"2006",NA
"2007","EZH2"
"2008","LOC100420066"
"2009","KRT36"
"2010","FIBCD1"
"2011",NA
"2012",NA
"2013","MICALL2"
"2014",NA
"2015",NA
"2016","NKPD1"
"2017","FFAR1"
"2018","RHBDF2"
"2019",NA
"2020","MRGPRX2"
"2021","DAW1"
"2022","AMACR"
"2023",NA
"2024",NA
"2025","ARID3C"
"2026","OMG"
"2027","LINC02466"
"2028",NA
"2029","DQX1"
"2030",NA
"2031","MC1R"
"2032","KASH5"
"2033","PRR20G"
"2034","TSPAN19"
"2035",NA
"2036",NA
"2037","CLEC12A"
"2038",NA
"2039","OXTR"
"2040",NA
"2041","LY96"
"2042","RNU7-186P"
"2043","LOC101927040"
"2044","HOXC13-AS"
"2045","LINC02910"
"2046",NA
"2047","SPIC"
"2048",NA
"2049",NA
"2050",NA
"2051","RNU6-483P"
"2052","GSDMB"
"2053","KRT18P11"
"2054",NA
"2055",NA
"2056",NA
"2057",NA
"2058","SEPTIN3"
"2059",NA
"2060","GAPT"
"2061","OOEP"
"2062","RBPMS-AS1"
"2063","LAIR2"
"2064","AGBL2"
"2065",NA
"2066",NA
"2067","SERPINA11"
"2068","CALY"
"2069","KRT18P21"
"2070","LINC02677"
"2071","SNHG12"
"2072","SCRT2"
"2073",NA
"2074",NA
"2075",NA
"2076",NA
"2077","TNFAIP2"
"2078","NOL3"
"2079","CENPM"
"2080",NA
"2081",NA
"2082","SEPTIN7P11"
"2083",NA
"2084",NA
"2085",NA
"2086",NA
"2087",NA
"2088","CAMK2B"
"2089",NA
"2090","CARD11"
"2091",NA
"2092",NA
"2093","KLRC2"
"2094",NA
"2095","LINC00592"
"2096","LINC02565"
"2097","NPIPA3"
"2098","LINC02864"
"2099","KIFC1"
"2100","MTFR2"
"2101",NA
"2102","LINC01087"
"2103",NA
"2104",NA
"2105",NA
"2106","MIR4477B"
"2107","H4C11"
"2108","ITGB2"
"2109","GKN1"
"2110",NA
"2111","PCED1B-AS1"
"2112",NA
"2113","LOC100127954"
"2114","CRIP3"
"2115","FNDC4"
"2116","ANGPTL8"
"2117",NA
"2118","H2BU1"
"2119","RFX6"
"2120","TUBAP14"
"2121","ARPC1B"
"2122","LMNTD2-AS1"
"2123","APOBEC3C"
"2124","HS3ST1"
"2125","SLC18A3"
"2126","MIR25"
"2127","PYDC1"
"2128","MIR146B"
"2129",NA
"2130",NA
"2131","NME1"
"2132","FKBP10"
"2133","ORC6"
"2134","TNFRSF9"
"2135","LOC100129844"
"2136","KRT18P26"
"2137",NA
"2138","MTCO1P23"
"2139",NA
"2140",NA
"2141","MCUB"
"2142","HMMR"
"2143","PATL2"
"2144",NA
"2145","SCX"
"2146",NA
"2147","BMP1"
"2148","H3C7"
"2149","MAP1LC3C"
"2150","SOX1"
"2151",NA
"2152",NA
"2153","MAP3K20-AS1"
"2154","FANCA"
"2155","HASPIN"
"2156",NA
"2157","SIGLECL1"
"2158","KRTAP16-1"
"2159",NA
"2160","RNU6-403P"
"2161",NA
"2162",NA
"2163",NA
"2164","LINC01399"
"2165",NA
"2166","GABRD"
"2167","CPA3"
"2168","BTK"
"2169","KLHL6"
"2170",NA
"2171",NA
"2172","CNFN"
"2173",NA
"2174","CLEC1B"
"2175",NA
"2176","PIGR"
"2177","TMEM130"
"2178",NA
"2179","KRT18P38"
"2180","NCF2"
"2181","FCHO1"
"2182",NA
"2183","MYO1F"
"2184","MTND5P1"
"2185",NA
"2186","APOBEC3H"
"2187",NA
"2188","CENPU"
"2189","ADGRF4"
"2190","PITX2"
"2191","ARHGEF2-AS2"
"2192",NA
"2193",NA
"2194","LINC01822"
"2195",NA
"2196","CHEK2"
"2197","KIAA2012"
"2198",NA
"2199","MXD3"
"2200","LINC01315"
"2201","POPDC3"
"2202",NA
"2203","BRIP1"
"2204","CD86"
"2205","FGF21"
"2206",NA
"2207","EXO1"
"2208",NA
"2209",NA
"2210","LOC101929315"
"2211",NA
"2212","MIR7156"
"2213",NA
"2214",NA
"2215","H3Y1"
"2216",NA
"2217",NA
"2218","LINC01033"
"2219",NA
"2220",NA
"2221",NA
"2222","MYB"
"2223",NA
"2224","DMRT3"
"2225","SPTLC1P5"
"2226",NA
"2227",NA
"2228",NA
"2229","TRBV10-2"
"2230","DNAAF1"
"2231","PAGE2"
"2232",NA
"2233","DUXAP10"
"2234","CCNB2"
"2235","FGF20"
"2236",NA
"2237","VTRNA1-2"
"2238",NA
"2239",NA
"2240","LOC153684"
"2241","NFKBIZ"
"2242",NA
"2243","MORN5"
"2244","RNU6-339P"
"2245","LGALS9"
"2246",NA
"2247","SCAT2"
"2248","PTGFRN"
"2249","CD200"
"2250","MANCR"
"2251","NXPH4"
"2252","HAS3"
"2253","MASP1"
"2254",NA
"2255","RPL18P9"
"2256","LINC02544"
"2257","NCF1B"
"2258","LINC01460"
"2259","SYT16"
"2260","LINC02585"
"2261",NA
"2262","CPA4"
"2263","LILRB1"
"2264","MIR1270"
"2265",NA
"2266","RBBP8P1"
"2267","H2BC13"
"2268",NA
"2269",NA
"2270",NA
"2271",NA
"2272","XRCC2"
"2273","SEL1L3"
"2274","LCN1"
"2275",NA
"2276",NA
"2277","MTCO1P53"
"2278",NA
"2279",NA
"2280","NPFFR2"
"2281","RD3"
"2282","DUXAP9"
"2283","ASB18"
"2284","ADARB2-AS1"
"2285",NA
"2286","ZMYND15"
"2287","LYZ"
"2288","PPP1R14B-AS1"
"2289",NA
"2290",NA
"2291","SMCR2"
"2292","CDC20"
"2293","COX6B2"
"2294","LINC00642"
"2295",NA
"2296","PRG2"
"2297",NA
"2298","OPRD1"
"2299","RIMKLA"
"2300","LINC01450"
"2301",NA
"2302",NA
"2303","CD300C"
"2304","KRT18P23"
"2305","BEST4"
"2306","AOX2P"
"2307","RPL36P15"
"2308","FAM3D"
"2309",NA
"2310",NA
"2311","LOC101927769"
"2312","LINC02582"
"2313",NA
"2314",NA
"2315",NA
"2316","H2BW2"
"2317",NA
"2318","NIFKP7"
"2319",NA
"2320","KIR2DL3"
"2321","LOC646666"
"2322",NA
"2323",NA
"2324","LINC01192"
"2325","H3-4"
"2326","MIR4768"
"2327","CCDC144A"
"2328",NA
"2329","MIR4420"
"2330","RAD54L"
"2331","TNFAIP8L2"
"2332","BRS3"
"2333","IGHA2"
"2334","GABRG2"
"2335","NPTX2"
"2336",NA
"2337",NA
"2338","RNA5SP156"
"2339",NA
"2340",NA
"2341","CCDC154"
"2342","RNU4-62P"
"2343","ARHGEF39"
"2344","IGKV1OR-2"
"2345","FRGCA"
"2346",NA
"2347","TESC"
"2348","KRT16P3"
"2349","KRT18P2"
"2350","CYBA"
"2351","CTSS"
"2352","MCHR1"
"2353",NA
"2354","GRIN1"
"2355","MAP4K1-AS1"
"2356","ADGRF2"
"2357",NA
"2358",NA
"2359","MTATP8P2"
"2360",NA
"2361","STAG3"
"2362","PMFBP1"
"2363","BTG4"
"2364","EMILIN2"
"2365",NA
"2366","C12orf40"
"2367","ZDHHC22"
"2368","MIR210HG"
"2369",NA
"2370",NA
"2371","SLC9C1"
"2372","DEFB118"
"2373",NA
"2374",NA
"2375","MTND2P5"
"2376","FABP5"
"2377",NA
"2378","LINC02263"
"2379","IL4I1"
"2380",NA
"2381",NA
"2382","INTS4P1"
"2383",NA
"2384",NA
"2385",NA
"2386",NA
"2387","PDXP-DT"
"2388","RLBP1"
"2389","CLECL1"
"2390",NA
"2391",NA
"2392","LINC01913"
"2393","VHLL"
"2394","FGF12-AS2"
"2395",NA
"2396",NA
"2397","SLC17A9"
"2398",NA
"2399",NA
"2400",NA
"2401","CGREF1"
"2402",NA
"2403","ACTR1AP1"
"2404","SLCO1B3"
"2405",NA
"2406","ETV7"
"2407","MS4A4A"
"2408",NA
"2409",NA
"2410",NA
"2411","LOC100422627"
"2412","MMP13"
"2413",NA
"2414","LINC01730"
"2415","IL20RA"
"2416",NA
"2417","NLGN1"
"2418",NA
"2419",NA
"2420","CFB"
"2421","RPL7AP43"
"2422",NA
"2423","SNORD124"
"2424","TMEM54"
"2425","LINC00898"
"2426","CPEB1"
"2427","MPPED1"
"2428",NA
"2429","CD37"
"2430","MEIOB"
"2431","GOLGA8B"
"2432","FLJ36000"
"2433","SYNGR4"
"2434",NA
"2435","OR7E2P"
"2436","CCL17"
"2437",NA
"2438","CCDC74A"
"2439","RNA5SP118"
"2440","KRT18P68"
"2441","EFNA3"
"2442","LNCAROD"
"2443","TNFRSF10C"
"2444",NA
"2445","NIPAL4"
"2446","LAT2"
"2447",NA
"2448","MYRFL"
"2449",NA
"2450","LOC107985688"
"2451","FZD1"
"2452","SNORD93"
"2453","NDC80"
"2454","LINC00632"
"2455","CLSPN"
"2456",NA
"2457","ZNF705A"
"2458","CMTM3"
"2459","LOC100133252"
"2460","DCBLD2"
"2461","TBC1D3P1"
"2462",NA
"2463","MYBL1"
"2464",NA
"2465",NA
"2466","DCST1"
"2467",NA
"2468",NA
"2469",NA
"2470","LOC101928924"
"2471","IKBIP"
"2472","FAM183A"
"2473","GRIN2D"
"2474",NA
"2475",NA
"2476","C3AR1"
"2477","JAK3"
"2478","PRSS38"
"2479","OVGP1"
"2480","NTF4"
"2481","PPP2R5CP"
"2482",NA
"2483","FOXB2"
"2484","PPP4R1-AS1"
"2485",NA
"2486",NA
"2487","LINC01970"
"2488","LINC01511"
"2489",NA
"2490","LOC105371795"
"2491","SBF1P1"
"2492","LOC646828"
"2493",NA
"2494","SNHG25"
"2495","C9orf50"
"2496",NA
"2497","RSPH10B"
"2498",NA
"2499",NA
"2500","MTCO3P15"
"2501",NA
"2502","TRBV20OR9-2"
"2503",NA
"2504","PANX3"
"2505","TEKT3"
"2506","SLC4A10"
"2507","RPS17P1"
"2508",NA
"2509",NA
"2510","TBC1D3P2"
"2511",NA
"2512",NA
"2513","LOC100129175"
"2514","HMGB1P43"
"2515","LINC01638"
"2516",NA
"2517","LRAT"
"2518",NA
"2519",NA
"2520",NA
"2521","TNFRSF10B"
"2522","TFPI2-DT"
"2523","HRAT92"
"2524","LINC02454"
"2525",NA
"2526","C1orf194"
"2527",NA
"2528",NA
"2529",NA
"2530","TMEM132D-AS1"
"2531","AVPR1B"
"2532",NA
"2533","OR8G5"
"2534",NA
"2535","ANKRD30BL"
"2536","INSL3"
"2537","UPK3A"
"2538","IGFL2-AS1"
"2539",NA
"2540",NA
"2541","SEC14L3"
"2542","LTB4R"
"2543","LINC00628"
"2544",NA
"2545","IGFL4"
"2546",NA
"2547",NA
"2548",NA
"2549","SLFNL1"
"2550",NA
"2551","SULT1A3"
"2552","MAGEC1"
"2553","WNT1"
"2554","ARHGAP29-AS1"
"2555","CNMD"
"2556","DBNDD1"
"2557","AHSA2P"
"2558","APOC2"
"2559",NA
"2560","HTR6"
"2561","GRAMD4P8"
"2562",NA
"2563","RNA5SP245"
"2564",NA
"2565","PLCB2"
"2566","THBS2"
"2567",NA
"2568","LAT"
"2569","INS"
"2570",NA
"2571","GPR82"
"2572",NA
"2573","LINC00707"
"2574",NA
"2575","CACNB3"
"2576","GCG"
"2577","MIR4783"
"2578","C1QTNF8"
"2579","ITGA3"
"2580",NA
"2581","SPC25"
"2582","TYMS"
"2583",NA
"2584","SNX22"
"2585",NA
"2586",NA
"2587","RAB44"
"2588",NA
"2589","LINC02450"
"2590",NA
"2591",NA
"2592","RPL37P1"
"2593",NA
"2594",NA
"2595","RPL23AP78"
"2596","HAVCR1P1"
"2597",NA
"2598","OPN4"
"2599","ARHGDIG"
"2600",NA
"2601","ZNF716"
"2602",NA
"2603","SLCO1B1"
"2604",NA
"2605","SNORD59A"
"2606",NA
"2607","HSPA6"
"2608","HPX"
"2609",NA
"2610",NA
"2611",NA
"2612","SLC25A24P1"
"2613","MMP17"
"2614","ZG16B"
"2615","NSUN5P1"
"2616","MMP14"
"2617",NA
"2618","CHRND"
"2619",NA
"2620",NA
"2621",NA
"2622","ARMC3"
"2623",NA
"2624",NA
"2625",NA
"2626",NA
"2627","SULT2A1"
"2628","SNORA74A"
"2629","SIRPB2"
"2630",NA
"2631",NA
"2632",NA
"2633",NA
"2634","EBI3"
"2635","LINC01098"
"2636",NA
"2637","PLA1A"
"2638",NA
"2639",NA
"2640",NA
"2641","ITGB8"
"2642",NA
"2643","RPS12P2"
"2644",NA
"2645",NA
"2646",NA
"2647",NA
"2648",NA
"2649",NA
"2650","SCN1B"
"2651","SCD"
"2652","LBX2-AS1"
"2653","LINC01191"
"2654","ARL11"
"2655","TAS2R4"
"2656","RAD51"
"2657",NA
"2658","DAND5"
"2659","RSPO4"
"2660","MS4A6A"
"2661",NA
"2662",NA
"2663",NA
"2664","ISG20"
"2665",NA
"2666","KRT18P18"
"2667","DUSP10"
"2668","ZNF365"
"2669",NA
"2670",NA
"2671",NA
"2672","HLA-J"
"2673",NA
"2674",NA
"2675","B3GNTL1"
"2676","SNORD36C"
"2677",NA
"2678","NME1-NME2"
"2679","RPL21P40"
"2680","LOC643709"
"2681","IL4"
"2682",NA
"2683",NA
"2684","EFCAB12"
"2685",NA
"2686","GPR37"
"2687","MIR6859-4"
"2688",NA
"2689",NA
"2690",NA
"2691",NA
"2692","HAR1B"
"2693","OR2B6"
"2694",NA
"2695",NA
"2696","SCGB3A1"
"2697","COL8A2"
"2698",NA
"2699",NA
"2700","ABI3BP"
"2701",NA
"2702",NA
"2703","KRT18P67"
"2704",NA
"2705",NA
"2706","CYP19A1"
"2707","DTNA"
"2708",NA
"2709","IRX5"
"2710",NA
"2711","LINC02323"
"2712",NA
"2713",NA
"2714","ITGAM"
"2715","CA1"
"2716",NA
"2717","EPHA10"
"2718","CCDC26"
"2719",NA
"2720","C7orf61"
"2721",NA
"2722",NA
"2723",NA
"2724","MIR7111"
"2725",NA
"2726","CDCA3"
"2727",NA
"2728",NA
"2729","TMSB15B"
"2730","PRAC1"
"2731","MIR210"
"2732","DUSP13"
"2733",NA
"2734","PPP1R14C"
"2735",NA
"2736","TAS2R5"
"2737",NA
"2738","VMP1"
"2739","SNCG"
"2740","GPX1"
"2741",NA
"2742",NA
"2743","BEST3"
"2744",NA
"2745","NPPC"
"2746","KCNN4"
"2747",NA
"2748",NA
"2749","CAVIN3"
"2750","G2E3-AS1"
"2751",NA
"2752",NA
"2753","PRKAG3"
"2754",NA
"2755",NA
"2756","PROCA1"
"2757",NA
"2758","MS4A15"
"2759",NA
"2760","HEATR6-DT"
"2761","RNU4-2"
"2762","LINC00654"
"2763","ARL4C"
"2764","RN7SL535P"
"2765","ARNTL2"
"2766","LINC00866"
"2767","MTCO3P5"
"2768",NA
"2769",NA
"2770",NA
"2771",NA
"2772",NA
"2773","LOC105375095"
"2774",NA
"2775","LMNB1-DT"
"2776","CLEC4E"
"2777","DOK3"
"2778","CORO7"
"2779",NA
"2780","S100A11"
"2781","LINC02254"
"2782","LINC00906"
"2783","NFAM1"
"2784",NA
"2785","EPYC"
"2786","KRTDAP"
"2787","CDCA8"
"2788",NA
"2789",NA
"2790","KRT19P1"
"2791","RNA5SP379"
"2792","ANKRD44-AS1"
"2793",NA
"2794",NA
"2795","LINC01529"
"2796","HCG22"
"2797",NA
"2798","VCAM1"
"2799",NA
"2800","RHAG"
"2801","NRBP2"
"2802",NA
"2803","LGALS1"
"2804","DPRXP6"
"2805","SSX1"
"2806","HMHB1"
"2807","PSMB9"
"2808",NA
"2809","RNA5SP217"
"2810","NSUN5P2"
"2811","OR1N2"
"2812","ANXA10"
"2813",NA
"2814","LGI3"
"2815","ABRA"
"2816",NA
"2817","TPSB2"
"2818",NA
"2819","CCDC144NL"
"2820","LOC101929532"
"2821","TAS2R6P"
"2822","CHST13"
"2823",NA
"2824",NA
"2825","KCNQ5"
"2826","DPYSL4"
"2827","CFAP65"
"2828","CTSC"
"2829","VPS9D1-AS1"
"2830",NA
"2831","CCL24"
"2832",NA
"2833",NA
"2834",NA
"2835",NA
"2836","KRT8P22"
"2837",NA
"2838",NA
"2839","GPR19"
"2840","STAG3L5P"
"2841","FANCD2OS"
"2842","C4orf47"
"2843",NA
"2844","MYH13"
"2845",NA
"2846","CCDC74B"
"2847","MIR23C"
"2848","LINC01623"
"2849","HROB"
"2850","SOX9"
"2851","PPIAP84"
"2852","CARD17"
"2853","NEUROD2"
"2854",NA
"2855","MSR1"
"2856","KCND2"
"2857","CD300LB"
"2858",NA
"2859","PGBD5"
"2860","SATB2"
"2861","UBE2T"
"2862","ASCL5"
"2863","RPS2P48"
"2864","HIRAP1"
"2865",NA
"2866","TIMD4"
"2867","C2"
"2868","RPS19P6"
"2869","BMP8B"
"2870",NA
"2871","TTC39A"
"2872","MIR6812"
"2873","MIR513A2"
"2874",NA
"2875","SCARNA10"
"2876",NA
"2877","EMP3"
"2878",NA
"2879","GFAP"
"2880",NA
"2881","KRT7"
"2882","CEBPA"
"2883","VIM"
"2884",NA
"2885",NA
"2886","HRCT1"
"2887","KRT8"
"2888","LOC101929718"
"2889","IL37"
"2890",NA
"2891","DNAI1"
"2892","APOL1"
"2893","RPSAP1"
"2894",NA
"2895",NA
"2896",NA
"2897","GPR45"
"2898","VWA5B2"
"2899","SLC25A37"
"2900",NA
"2901",NA
"2902","LINC01694"
"2903","AJM1"
"2904","CTLA4"
"2905","DPY19L2P2"
"2906",NA
"2907","ABCA17P"
"2908","FAM41C"
"2909",NA
"2910",NA
"2911","LINC00298"
"2912","KISS1R"
"2913",NA
"2914",NA
"2915",NA
"2916",NA
"2917","SMCO2"
"2918","MEIKIN"
"2919","MIR486-1"
"2920","CCDC146"
"2921",NA
"2922","FOXD2-AS1"
"2923",NA
"2924",NA
"2925","GNGT1"
"2926",NA
"2927","VNN2"
"2928",NA
"2929","RBM22P1"
"2930","LINC02694"
"2931",NA
"2932",NA
"2933","TUBAP12"
"2934",NA
"2935",NA
"2936",NA
"2937","KRT8P18"
"2938","OR10J6P"
"2939","ANGPTL4"
"2940",NA
"2941",NA
"2942","TMEM114"
"2943","ZNF861P"
"2944","ADGRE1"
"2945",NA
"2946","PCDHB2"
"2947",NA
"2948",NA
"2949","CCL3"
"2950",NA
"2951","LINC01176"
"2952",NA
"2953",NA
"2954",NA
"2955",NA
"2956",NA
"2957",NA
"2958",NA
"2959",NA
"2960",NA
"2961","FRMD5"
"2962",NA
"2963","PERM1"
