"","x"
"2964","WNK2"
"2965",NA
"2966",NA
"2967",NA
"2968","HMOX1"
"2969","RN7SL219P"
"2970","CDCA5"
"2971","LOC105371899"
"2972",NA
"2973",NA
"2974",NA
"2975","CD72"
"2976",NA
"2977",NA
"2978",NA
"2979",NA
"2980",NA
"2981","NQO1"
"2982",NA
"2983","LIN28B"
"2984","OR4F15"
"2985",NA
"2986","LINC02285"
"2987","LINC01531"
"2988","S100A1"
"2989","CTXN1"
"2990","ZNF385A"
"2991",NA
"2992",NA
"2993","MMD2"
"2994","P2RX7"
"2995","BAMBI"
"2996",NA
"2997","AANAT"
"2998","FILNC1"
"2999",NA
"3000",NA
"3001","LINC01258"
"3002",NA
"3003",NA
"3004","RIBC2"
"3005","RPL11P1"
"3006","LINC01583"
"3007","MIR1289-1"
"3008",NA
"3009",NA
"3010",NA
"3011","ZBED2"
"3012","LHFPL2"
"3013","ACRV1"
"3014","PILRB"
"3015",NA
"3016","PIF1"
"3017","BUB1B"
"3018","MIR155HG"
"3019","STAG3L5P-PVRIG2P-PILRB"
"3020","RPL37P20"
"3021",NA
"3022","MEGF11"
"3023",NA
"3024","ZP3"
"3025","PHBP5"
"3026","ADAMTS7P3"
"3027","LOC100422398"
"3028",NA
"3029","ZNF648"
"3030","ALOX5AP"
"3031",NA
"3032","KRT18P20"
"3033","SMARCE1P2"
"3034",NA
"3035","MTND2P40"
"3036","PLK2"
"3037","SNORD7"
"3038","LOC613038"
"3039",NA
"3040",NA
"3041",NA
"3042",NA
"3043","TGM5"
"3044",NA
"3045","KIF2C"
"3046","CENPI"
"3047","BAX"
"3048","CLIC3"
"3049",NA
"3050",NA
"3051","LOC102724684"
"3052","FAM72D"
"3053","RAPGEF4-AS1"
"3054","DUX4L26"
"3055",NA
"3056",NA
"3057",NA
"3058","SELPLG"
"3059",NA
"3060","SPTLC1P4"
"3061","TRBV6-4"
"3062","SACS"
"3063",NA
"3064",NA
"3065","MIR6728"
"3066",NA
"3067",NA
"3068","IGLV3-32"
"3069","LORICRIN"
"3070","GLP1R"
"3071","ARHGAP27P1-BPTFP1-KPNA2P3"
"3072","DRD4"
"3073","ST13P9"
"3074",NA
"3075","LIM2"
"3076","MIR1291"
"3077",NA
"3078","RUVBL1-AS1"
"3079",NA
"3080",NA
"3081",NA
"3082","MTATP6P15"
"3083","NPIPB15"
"3084","WFDC10B"
"3085",NA
"3086",NA
"3087","SNORD17"
"3088","MSH5"
"3089",NA
"3090",NA
"3091","HLA-DPB2"
"3092","RETNLB"
"3093","TTLL3"
"3094","DRICH1"
"3095","LINC01206"
"3096",NA
"3097","LINC00563"
"3098","KLRD1"
"3099","OAS1"
"3100","NALCN-AS1"
"3101","CD22"
"3102","MIA"
"3103","NTN5"
"3104","TENM1"
"3105","TRBV5-3"
"3106",NA
"3107",NA
"3108","KLRK1"
"3109","KRT79"
"3110",NA
"3111","C1QTNF6"
"3112","LINC02528"
"3113",NA
"3114",NA
"3115",NA
"3116",NA
"3117","HOXB-AS4"
"3118",NA
"3119",NA
"3120","CTHRC1"
"3121","KRT17P3"
"3122","PDE4DIPP6"
"3123",NA
"3124","GTSF1"
"3125","C2orf83"
"3126","HSD3B7"
"3127","LGALS17A"
"3128",NA
"3129","RPS15AP6"
"3130",NA
"3131",NA
"3132","ENTPD2"
"3133",NA
"3134","LOC107986032"
"3135","FAM86GP"
"3136","KRT8P43"
"3137",NA
"3138","ALX3"
"3139",NA
"3140","RTP1"
"3141","LINC02898"
"3142","CACNA2D1-AS1"
"3143","RAP2B"
"3144","SF3B4P1"
"3145","OCM"
"3146","LINC00894"
"3147","CFAP52"
"3148",NA
"3149","RYR3"
"3150",NA
"3151","FBLL1"
"3152",NA
"3153","TNIK"
"3154","MSL3P1"
"3155","LINC01494"
"3156","LY6H"
"3157",NA
"3158",NA
"3159","VN1R54P"
"3160","KRT18P28"
"3161","VAV1"
"3162",NA
"3163",NA
"3164","KRT18"
"3165","TMPRSS9"
"3166",NA
"3167",NA
"3168",NA
"3169","LOC105370854"
"3170","PNCK"
"3171","NCBP2-AS1"
"3172",NA
"3173","NRN1L"
"3174",NA
"3175","LINC02539"
"3176",NA
"3177",NA
"3178","NUDT1"
"3179","RPS15AP8"
"3180",NA
"3181","H3C10"
"3182","PLSCR5"
"3183",NA
"3184",NA
"3185",NA
"3186",NA
"3187",NA
"3188",NA
"3189",NA
"3190",NA
"3191","DYNLT4"
"3192","MTND4P24"
"3193",NA
"3194","FOXD4L4"
"3195","NME9"
"3196",NA
"3197",NA
"3198","TBC1D3P7"
"3199",NA
"3200",NA
"3201","C19orf67"
"3202","CSF2RA"
"3203","DBX1"
"3204",NA
"3205","CHTF18"
"3206",NA
"3207",NA
"3208","LOC284930"
"3209","LINC02905"
"3210","CFD"
"3211","ABCB4"
"3212",NA
"3213","COSMOC"
"3214","CXCL16"
"3215",NA
"3216",NA
"3217","PTGES2-AS1"
"3218",NA
"3219","MTCO1P42"
"3220",NA
"3221",NA
"3222",NA
"3223","PLD4"
"3224",NA
"3225","MIR6505"
"3226",NA
"3227","KRT31"
"3228","C6orf15"
"3229",NA
"3230","DKK4"
"3231",NA
"3232","MIR513A1"
"3233",NA
"3234","FXYD5"
"3235",NA
"3236",NA
"3237","SH3PXD2B"
"3238",NA
"3239","RN7SL368P"
"3240","KRTAP2-3"
"3241","LOC102725072"
"3242",NA
"3243","CTSZ"
"3244",NA
"3245","NUSAP1"
"3246",NA
"3247","LOC105374042"
"3248","CCDC57"
"3249","LOC101929240"
"3250",NA
"3251","PPIAP58"
"3252","SIGLEC12"
"3253","RPL36AP29"
"3254",NA
"3255",NA
"3256",NA
"3257",NA
"3258","AGAP12P"
"3259",NA
"3260","OR9A4"
"3261",NA
"3262",NA
"3263","RTP2"
"3264","LOC101928834"
"3265",NA
"3266",NA
"3267","PKIB"
"3268","LINC01310"
"3269","CAV2"
"3270",NA
"3271","NCF4"
"3272","APOBEC3D"
"3273",NA
"3274","MUC17"
"3275","VWA3A"
"3276","IGFBP3"
"3277",NA
"3278",NA
"3279","MIR4527HG"
"3280","RAC2"
"3281",NA
"3282","IRGC"
"3283","PYCARD-AS1"
"3284",NA
"3285","RNU6-163P"
"3286",NA
"3287","PKDCC"
"3288",NA
"3289","OR8A2P"
"3290",NA
"3291",NA
"3292","DLEC1"
"3293","TSNAXIP1"
"3294",NA
"3295","RPS10P1"
"3296",NA
"3297",NA
"3298","PHACTR2-AS1"
"3299","GNRH1"
"3300",NA
"3301","GRIA4"
"3302",NA
"3303","RAB6B"
"3304",NA
"3305",NA
"3306","TMEM132A"
"3307",NA
"3308","GS1-278J22.2"
"3309","RN7SL125P"
"3310","LINC00879"
"3311","SNORD88A"
"3312",NA
"3313",NA
"3314","CKMT1B"
"3315",NA
"3316","SEMA5B"
"3317",NA
"3318","RBM20"
"3319",NA
"3320","TMEM239"
"3321","MIR1180"
"3322",NA
"3323","ASNS"
"3324",NA
"3325",NA
"3326","HES6"
"3327","IFITM4P"
"3328",NA
"3329",NA
"3330",NA
"3331","CENPH"
"3332",NA
"3333",NA
"3334","NPIPB3"
"3335",NA
"3336","TEX101"
"3337",NA
"3338","FCRLB"
"3339","HLA-DQB2"
"3340","RPSAP53"
"3341","CTAGE4"
"3342",NA
"3343","GOLGA8A"
"3344",NA
"3345","LINGO3"
"3346",NA
"3347",NA
"3348",NA
"3349","KRT8P36"
"3350","RPL34P4"
"3351",NA
"3352","H2AC14"
"3353",NA
"3354","ANKRD29"
"3355",NA
"3356","SMC1B"
"3357","TDRD6"
"3358","LINC00158"
"3359","CFAP74"
"3360","BCO1"
"3361","LINC02405"
"3362",NA
"3363",NA
"3364",NA
"3365","OSR1"
"3366",NA
"3367","HILPDA"
"3368",NA
"3369",NA
"3370",NA
"3371","AIFM3"
"3372","G6PD"
"3373","RPL13AP26"
"3374","LINC00658"
"3375","MIR4653"
"3376","RPS12P17"
"3377",NA
"3378","DEF6"
"3379","IRX6"
"3380","RMRP"
"3381",NA
"3382",NA
"3383","GXYLT1P5"
"3384",NA
"3385","H3C12"
"3386",NA
"3387",NA
"3388","MIR548I1"
"3389",NA
"3390","PRR11"
"3391","EIF5AL1"
"3392",NA
"3393","LINC00408"
"3394","RTP4"
"3395",NA
"3396","RNU6-204P"
"3397",NA
"3398",NA
"3399","TAAR8"
"3400",NA
"3401","LOC105372988"
"3402","LFNG"
"3403","LINC00240"
"3404","GIP"
"3405","KRT39"
"3406",NA
"3407","UGT2B11"
"3408","NAPSB"
"3409",NA
"3410",NA
"3411","TMEM121B"
"3412","SCNN1D"
"3413",NA
"3414","CCR5"
"3415","LOC105373805"
"3416","KRT74"
"3417","DOCK11P1"
"3418",NA
"3419",NA
"3420","KRT18P64"
"3421","PLCH1"
"3422","LINC01146"
"3423",NA
"3424","IFI30"
"3425",NA
"3426","ANXA8"
"3427","CTSK"
"3428","SNORA31"
"3429","BEAN1-AS1"
"3430",NA
"3431",NA
"3432","LNCARSR"
"3433",NA
"3434",NA
"3435","PAWRP2"
"3436",NA
"3437",NA
"3438",NA
"3439",NA
"3440","OSM"
"3441","PRSS53"
"3442",NA
"3443",NA
"3444",NA
"3445","NRXN3"
"3446","LOC107985820"
"3447","LINC02843"
"3448",NA
"3449",NA
"3450","SIX3-AS1"
"3451",NA
"3452",NA
"3453","GM2A"
"3454","ELFN2"
"3455",NA
"3456","IFNB1"
"3457","TRBV7-3"
"3458",NA
"3459","NPIPB5"
"3460","OVOS2"
"3461","BDNF"
"3462","SLC15A3"
"3463","MIR324"
"3464","NXPH1"
"3465",NA
"3466","MLKL"
"3467","MIAT"
"3468",NA
"3469","C22orf42"
"3470","CKMT1A"
"3471","DISP2"
"3472","CD244"
"3473",NA
"3474",NA
"3475",NA
"3476",NA
"3477",NA
"3478","AIDAP2"
"3479",NA
"3480","CD163"
"3481",NA
"3482",NA
"3483",NA
"3484","TBR1"
"3485","NAV3"
"3486",NA
"3487","FOXE1"
"3488","H2AB1"
"3489",NA
"3490","RN7SKP118"
"3491","AACSP1"
"3492","TXNRD1"
"3493",NA
"3494","SPIN2P1"
"3495","CMTM7"
"3496","BIVM-ERCC5"
"3497","SCG3"
"3498","LINC00880"
"3499","FAM177B"
"3500","LINC00604"
"3501",NA
"3502",NA
"3503",NA
"3504",NA
"3505",NA
"3506","PRSS29P"
"3507",NA
"3508",NA
"3509","TLX1"
"3510",NA
"3511",NA
"3512","KRT8P44"
"3513",NA
"3514",NA
"3515","AHR"
"3516",NA
"3517",NA
"3518",NA
"3519","SPATA18"
"3520",NA
"3521","CLCA2"
"3522",NA
"3523",NA
"3524","KC6"
"3525","COX6CP13"
"3526",NA
"3527",NA
"3528","NABP1"
"3529","ADAM20P1"
"3530","HMGB3"
"3531",NA
"3532",NA
"3533","ZFHX4"
"3534","NCKAP1L"
"3535","CEACAM20"
"3536",NA
"3537",NA
"3538","TMEM98"
"3539","FBXO43"
"3540","HLA-V"
"3541",NA
"3542",NA
"3543","TSPAN10"
"3544","MANSC4"
"3545",NA
"3546","HCK"
"3547",NA
"3548",NA
"3549","MAP3K5-AS1"
"3550","SRSF12"
"3551",NA
"3552",NA
"3553","RN7SL481P"
"3554",NA
"3555",NA
"3556",NA
"3557",NA
"3558",NA
"3559","HSPB1"
"3560","SCG5-AS1"
"3561",NA
"3562","CALHM6"
"3563",NA
"3564","ALOXE3"
"3565","RPL24P7"
"3566","RPL6P23"
"3567","KRT18P60"
"3568","TBXAS1"
"3569","MIR924HG"
"3570","KRT77"
"3571","CHEK2P2"
"3572",NA
"3573",NA
"3574","RPS18P14"
"3575","NOL4"
"3576",NA
"3577","DPEP2NB"
"3578","SHC2"
"3579","SLC6A11"
"3580",NA
"3581",NA
"3582","TNFSF12-TNFSF13"
"3583","CHRNB2"
"3584",NA
"3585",NA
"3586",NA
"3587",NA
"3588",NA
"3589",NA
"3590",NA
"3591",NA
"3592","MIR507"
"3593",NA
"3594",NA
"3595",NA
"3596",NA
"3597","DAGLB"
"3598","MIR6503"
"3599","RPS7P3"
"3600","RNU6-431P"
"3601","MIR223HG"
"3602",NA
"3603",NA
"3604",NA
"3605","PSG6"
"3606","CD52"
"3607",NA
"3608",NA
"3609","PSTPIP1"
"3610","HOTAIRM1"
"3611",NA
"3612",NA
"3613","CABP4"
"3614",NA
"3615","C1orf162"
"3616","FOXL2NB"
"3617","CCL4"
"3618","RN7SKP185"
"3619","TPO"
"3620","ZIC3"
"3621",NA
"3622","LOC100996671"
"3623","RNU6-850P"
"3624",NA
"3625","ZNF385B"
"3626","TRIM16L"
"3627",NA
"3628",NA
"3629",NA
"3630","PRSS42P"
"3631","KRT18P39"
"3632","TLX2"
"3633","ZBTB20-AS5"
"3634","SIGLEC17P"
"3635",NA
"3636","RPS2P29"
"3637","RNU6-646P"
"3638","IGLV3-9"
"3639","LINC00672"
"3640",NA
"3641","OR4C6"
"3642","SH3RF2"
"3643","FOXP4-AS1"
"3644","GNA15"
"3645","DNMT3B"
"3646","KRT19"
"3647","KRT8P10"
"3648",NA
"3649","PLAAT3"
"3650","TAPBP"
"3651","LRRC75B"
"3652",NA
"3653","LOC101928525"
"3654","CD80"
"3655","THOC6"
"3656","KRT18P37"
"3657","RPSAP71"
"3658","RPS2P11"
"3659",NA
"3660",NA
"3661",NA
"3662","RPS2P7"
"3663",NA
"3664","POU4F1"
"3665",NA
"3666","PSMB8"
"3667",NA
"3668",NA
"3669","PCDHB9"
"3670","ARHGAP9"
"3671","WASF1P1"
"3672","RPS4XP20"
"3673","LOC100507144"
"3674","USH1G"
"3675","MIR8083"
"3676","LRRC74B"
"3677","TRBJ2-3"
"3678",NA
"3679",NA
"3680",NA
"3681","SNORD12C"
"3682","LINC01551"
"3683",NA
"3684",NA
"3685","C2CD4A"
"3686",NA
"3687",NA
"3688","GOLGA6L9"
"3689","PRORP"
"3690",NA
"3691",NA
"3692","FAM135B"
"3693","GALNTL5"
"3694",NA
"3695","TSLP"
"3696","ADPGK-AS1"
"3697","OR11A1"
"3698","CRYBA1"
"3699",NA
"3700","KHDC1L"
"3701","LINC02219"
"3702","LRTM1"
"3703",NA
"3704",NA
"3705","TLL2"
"3706","RHOXF1"
"3707","C9orf116"
"3708","MIR3196"
"3709","SNORD121B"
"3710","DYDC1"
"3711",NA
"3712","EGLN3"
"3713","CXCR4"
"3714",NA
"3715","LOC102724849"
"3716","HLA-A"
"3717","NFE4"
"3718",NA
"3719","PCDHGC4"
"3720","LINC02057"
"3721",NA
"3722",NA
"3723",NA
"3724",NA
"3725",NA
"3726",NA
"3727","SHH"
"3728",NA
"3729","KRT8P32"
"3730",NA
"3731",NA
"3732",NA
"3733","LINC01873"
"3734",NA
"3735",NA
"3736","LOC100128317"
"3737","TNFAIP8"
"3738","TKT"
"3739",NA
"3740","SASH3"
"3741",NA
"3742","MS4A2"
"3743","RPL23AP83"
"3744",NA
"3745","ARMH1"
"3746",NA
"3747","PHEX"
"3748","WAS"
"3749","MAPK8IP1P1"
"3750","ALKBH6"
"3751",NA
"3752",NA
"3753",NA
"3754","MAP3K2-DT"
"3755","ALPG"
"3756","RPL31P58"
"3757",NA
"3758","HTATIP2"
"3759","RPL18P10"
"3760","IL31RA"
"3761",NA
"3762","KRT18P62"
"3763","CARD9"
"3764","IDUA"
"3765",NA
"3766","NPIPP1"
"3767",NA
"3768",NA
"3769","LINC01504"
"3770","TMIGD2"
"3771","GPR183"
"3772","CD33"
"3773",NA
"3774","IGLV3-6"
"3775","ZDHHC11"
"3776","PYGL"
"3777","TSKU-AS1"
"3778","MIR4520-1"
"3779",NA
"3780","SLC6A14"
"3781","RPL23AP56"
"3782","RNU6-277P"
"3783","SPDYE1"
"3784","DPEP3"
"3785",NA
"3786","TGFBI"
"3787",NA
"3788",NA
"3789",NA
"3790","TCHH"
"3791",NA
"3792",NA
"3793",NA
"3794",NA
"3795","LINC01667"
"3796","BCORP1"
"3797",NA
"3798","LAMC1-AS1"
"3799","CLEC7A"
"3800",NA
"3801","MIR642A"
"3802","CNIH2"
"3803",NA
"3804",NA
"3805","EFCAB13-DT"
"3806","GCSAML"
"3807",NA
"3808","RARRES2"
"3809",NA
"3810",NA
"3811",NA
"3812",NA
"3813","PLA2G4D"
"3814","SPATA13-AS1"
"3815","RPL27P6"
"3816",NA
"3817","CENPE"
"3818","PLEK"
"3819","SCOC-AS1"
"3820","IL22RA2"
"3821",NA
"3822",NA
"3823",NA
"3824","LUC7L"
"3825","PPP1R35"
"3826","WBP1LP5"
"3827",NA
"3828","RPL35AP29"
"3829","MROH6"
"3830","KRT8P45"
"3831",NA
"3832","KRT18P1"
"3833","SEMA6A"
"3834","RPS2P28"
"3835",NA
"3836","RPL27P11"
"3837",NA
"3838","CLEC2D"
"3839","LOC102723968"
"3840",NA
"3841",NA
"3842","RHBDL2"
"3843","RHEBL1"
"3844",NA
"3845","RPL26P29"
"3846","GLYATL1P1"
"3847",NA
"3848","DUSP4"
"3849",NA
"3850",NA
"3851",NA
"3852",NA
"3853",NA
"3854",NA
"3855","OR1F2P"
"3856","OR10AE3P"
"3857","ANO9"
"3858","SH2D2A"
"3859",NA
"3860",NA
"3861","MIR6746"
"3862","RNU1-56P"
"3863","MIR4435-2HG"
"3864",NA
"3865",NA
"3866","PPIAP46"
"3867",NA
"3868",NA
"3869",NA
"3870","LINC00971"
"3871",NA
"3872","LOC100419574"
"3873",NA
"3874",NA
"3875","GPR37L1"
"3876","C4BPAP1"
"3877","RPS2P55"
"3878","B4GALT5"
"3879","RNA5SP311"
"3880","SMIM43"
"3881","LINC02617"
"3882","OR10V2P"
"3883","RNU6-117P"
"3884","MND1"
"3885","RNA5SP351"
"3886","AMZ2P2"
"3887",NA
"3888","GALP"
"3889","NBPF8"
"3890","ABCC12"
"3891","KRT8P37"
"3892",NA
"3893",NA
"3894",NA
"3895","TMEM86B"
"3896",NA
"3897","PLTP"
"3898",NA
"3899",NA
"3900","LOC284344"
"3901","ADAMTS7"
"3902","LOC101928682"
"3903",NA
"3904",NA
"3905","RRAD"
"3906",NA
"3907",NA
"3908","TMPRSS11A"
"3909",NA
"3910","NPTXR"
"3911",NA
"3912",NA
"3913","EPOP"
"3914","PRSS33"
"3915","DLX1"
"3916","JPH3"
"3917",NA
"3918",NA
"3919",NA
"3920","FAM25E"
"3921",NA
"3922","KRT80"
"3923","NRTN"
"3924",NA
"3925","GLDN"
"3926","GPA33"
"3927","GLYATL1B"
"3928","LINC00421"
"3929","KRT18P49"
"3930","ZNF474"
"3931",NA
"3932","CD44"
"3933",NA
"3934",NA
"3935","LRRC39"
"3936",NA
"3937","SCART1"
"3938","CDK5RAP3"
"3939","CSPG4P10"
"3940",NA
"3941",NA
"3942","CILP2"
"3943","CDX2"
"3944",NA
"3945","RNU6-282P"
"3946","BCL11A"
"3947","MAGED4"
"3948","CELF2-AS1"
"3949","RAD51AP1"
"3950",NA
"3951",NA
"3952","CKLF"
"3953","TLR6"
"3954","FGD2"
"3955","GGTLC3"
"3956","INA"
"3957","RNU6-725P"
"3958","POLE2"
"3959","THORLNC"
"3960","ALDH3A1"
"3961","LAMA5-AS1"
"3962","HOXA1"
"3963","CCDC14"
"3964","TMEM253"
"3965","RDH5"
"3966",NA
"3967",NA
"3968",NA
"3969",NA
"3970","RHOXF1P1"
"3971",NA
"3972",NA
"3973","CCNE1"
"3974","C4orf17"
"3975","IL26"
"3976",NA
"3977","QPCT"
"3978","NKG7"
"3979","KRT75"
"3980",NA
"3981","TMEM44"
"3982",NA
"3983",NA
"3984",NA
"3985","FTCD-AS1"
"3986",NA
"3987","OBP2A"
"3988",NA
"3989","CEACAM3"
"3990",NA
"3991","MIP"
"3992",NA
"3993","ZNF273"
"3994",NA
"3995","PLCG1-AS1"
"3996","C3orf35"
"3997",NA
"3998","NCR2"
"3999","PLEKHG6"
"4000","GPHA2"
"4001",NA
"4002","LINC02881"
"4003","CCL5"
"4004","PLEKHA4"
"4005","RPS19"
"4006","NSMCE1-DT"
"4007","JAML"
"4008",NA
"4009","RPL17P48"
"4010","FGF17"
"4011",NA
"4012",NA
"4013","MTATP6P25"
"4014",NA
"4015","RNU6-920P"
"4016","RPS2P49"
"4017","TMEM71"
"4018",NA
"4019",NA
"4020","LOC101927418"
"4021",NA
"4022","RNU7-40P"
"4023","TAB2-AS1"
"4024",NA
"4025",NA
"4026","TSNAX-DISC1"
"4027","HLA-DQA1"
"4028","KRT18P25"
"4029","RNY3P16"
"4030","LINC02115"
"4031","SCIMP"
"4032","TLR7"
"4033",NA
"4034","LOC150051"
"4035","PHGR1"
"4036","UGT1A6"
"4037",NA
"4038",NA
"4039",NA
"4040",NA
"4041",NA
"4042","RAB27B"
"4043",NA
"4044","MIR4668"
"4045","KRT18P24"
"4046","ARPC4-TTLL3"
"4047",NA
"4048",NA
"4049",NA
"4050","GCNT3"
"4051","LINC02513"
"4052",NA
"4053","MTCO2P22"
"4054",NA
"4055",NA
"4056","TEKT5"
"4057",NA
"4058","PILRA"
"4059",NA
"4060",NA
"4061","RN7SKP239"
"4062","KCNA7"
"4063",NA
"4064",NA
"4065","UNC13D"
"4066",NA
"4067","LEMD1-AS1"
"4068","KRT18P16"
"4069","MIR506"
"4070","MIR7848"
"4071","LINC01249"
"4072","KLK14"
"4073",NA
"4074","DGKA"
"4075",NA
"4076","ITPRIPL1"
"4077","LOC107986412"
"4078","CDK3"
"4079","RGS14"
"4080",NA
"4081",NA
"4082","BPESC1"
"4083","SNORA60"
"4084","DNA2"
"4085",NA
"4086","MAP7D3"
"4087","RPS2P31"
"4088","MTCP1"
"4089",NA
"4090",NA
"4091","ZNF280B"
"4092","STX1B"
"4093",NA
"4094","RBP4"
"4095",NA
"4096","ETV3L"
"4097",NA
"4098",NA
"4099",NA
"4100",NA
"4101","LOC101929227"
"4102","LOC101927189"
"4103","IMPDH1P10"
"4104",NA
"4105",NA
"4106","C1orf158"
"4107","ST8SIA4"
"4108",NA
"4109","CENPW"
"4110","ABCC5-AS1"
"4111",NA
"4112","KCNS3"
"4113","ABCB11"
"4114","RNFT2"
"4115","SEC24AP1"
"4116",NA
"4117",NA
"4118","COLEC10"
"4119",NA
"4120","CASC8"
"4121","CES1P1"
"4122","DDX11"
"4123",NA
"4124",NA
"4125",NA
"4126","MKRN7P"
"4127","SERPINF1"
"4128","TAS2R64P"
"4129",NA
"4130",NA
"4131",NA
"4132","LOC101929823"
"4133","PRELID3BP4"
"4134","COX8C"
"4135",NA
"4136","PRICKLE1"
"4137","LIF-AS1"
"4138","MATK"
"4139","RNU6-1136P"
"4140","PRAMEF2"
"4141","GAPDHP51"
"4142","KRT8P3"
"4143","TBC1D3"
"4144","CXCR6"
"4145",NA
"4146",NA
"4147",NA
"4148","RPL7AP39"
"4149",NA
"4150","B3GALT1"
"4151","MTND1P3"
"4152","RXFP3"
"4153","TCAM1P"
"4154",NA
"4155","MIR196A1"
"4156","POLG2"
"4157",NA
"4158",NA
"4159","LINC01697"
"4160","RPL38"
"4161","SIX1"
"4162","ZNF692"
"4163","VN1R35P"
"4164","RPL17P43"
"4165",NA
"4166","LOC105369980"
"4167",NA
"4168","LINC02621"
"4169",NA
"4170",NA
"4171","GH2"
"4172","AMZ1"
"4173",NA
"4174","IGFLR1"
"4175","NT5DC3"
"4176","TSGA10IP"
"4177",NA
"4178","MRGPRX4"
"4179",NA
"4180","SLX1A"
"4181",NA
"4182",NA
"4183","EGFL8"
"4184",NA
"4185","RPL7P18"
"4186","PCAT6"
"4187","KRT18P55"
"4188","SLX1A-SULT1A3"
"4189",NA
"4190",NA
"4191",NA
"4192","MTCO1P11"
"4193","CASTOR3"
"4194","NBPF4"
"4195",NA
"4196","ADA"
"4197",NA
"4198",NA
"4199","MIR646"
"4200","YPEL4"
"4201",NA
"4202","ORAI3"
"4203",NA
"4204",NA
"4205","LINC01479"
"4206",NA
"4207","LOC107985216"
"4208","LILRA5"
"4209","IGHV3-32"
"4210","DLG3-AS1"
"4211","NOD2"
"4212","SNORA5C"
"4213",NA
"4214",NA
"4215","MIR4307HG"
"4216",NA
"4217",NA
"4218","HCST"
"4219",NA
"4220","PTAFR"
"4221","LOC100419562"
"4222","KRT18P29"
"4223",NA
"4224","RPS2P46"
"4225","RPL24P6"
"4226","TMEM140"
"4227",NA
"4228","TRIM31-AS1"
"4229","LINC01173"
"4230","LINC01428"
"4231",NA
"4232",NA
"4233","LINC01978"
"4234",NA
"4235","PIK3CD-AS1"
"4236",NA
"4237","RN7SL184P"
"4238",NA
"4239","IFNL1"
"4240","VSIG4"
"4241","CHL1-AS1"
"4242",NA
"4243",NA
"4244","KRT18P17"
"4245",NA
"4246",NA
"4247","TLR8-AS1"
"4248",NA
"4249","H2AC8"
"4250","LINC00477"
"4251","SLC16A8"
"4252",NA
"4253",NA
"4254","LOC107985122"
"4255",NA
"4256",NA
"4257",NA
"4258",NA
"4259","STAT4"
"4260","NFIA-AS1"
"4261",NA
"4262",NA
"4263",NA
"4264",NA
"4265",NA
"4266","NPIPB4"
"4267",NA
"4268",NA
"4269","MST1R"
"4270",NA
"4271",NA
"4272",NA
"4273",NA
"4274","RNF217"
"4275","ITIH1"
"4276","CCN5"
"4277","INHBA-AS1"
"4278",NA
"4279",NA
"4280","RNF151"
"4281","RPL31P37"
"4282",NA
"4283","BCAR4"
"4284","MCU"
"4285","MIR6129"
"4286",NA
"4287","AKR1C4"
"4288","FAM225B"
"4289",NA
"4290",NA
"4291",NA
"4292",NA
"4293","NR1I2"
"4294",NA
"4295",NA
"4296","LINC00488"
"4297",NA
"4298","PABPC1L"
"4299",NA
"4300",NA
"4301",NA
"4302",NA
"4303","MMP12"
"4304","ANXA2"
"4305","SPATA21"
"4306",NA
"4307","CLCF1"
"4308",NA
"4309","KRT18P27"
"4310","LOC100294713"
"4311","MIR548AT"
"4312","GPR173"
"4313",NA
"4314","REP15"
"4315",NA
"4316",NA
"4317","RPL23P5"
"4318",NA
"4319",NA
"4320",NA
"4321",NA
"4322","CCDC189"
"4323","TRAIP"
"4324","MACC1"
"4325","RPL26P11"
"4326","ENKD1"
"4327",NA
"4328","LOC100420839"
"4329",NA
"4330",NA
"4331","NACAP5"
"4332","LINC00705"
"4333","AQP8"
"4334","RPL10P2"
"4335","IFNWP19"
"4336","SGO1"
"4337","LINC00837"
"4338",NA
"4339",NA
"4340","PAX6-AS1"
"4341","LINC01405"
"4342","AMD1P1"
"4343","KIAA0895L"
"4344",NA
"4345","SNORD14A"
"4346","BNIP3P23"
"4347",NA
"4348","DNAAF3"
"4349","PCSK4"
"4350",NA
"4351","SPP1"
"4352","CD63"
"4353","CSF2"
"4354","RNU6-8"
"4355","ARHGAP42-AS1"
"4356","PAX7"
"4357",NA
"4358","FAM71C"
"4359",NA
"4360",NA
"4361",NA
"4362",NA
"4363","SCT"
"4364","EXTL3-AS1"
"4365","LOC149935"
"4366","KRT18P35"
"4367",NA
"4368","FERMT3"
"4369",NA
"4370","FAM71D"
"4371","MS4A13"
"4372",NA
"4373",NA
"4374","RPSAP7"
"4375",NA
"4376","RN7SL68P"
"4377","GAREM2"
"4378",NA
"4379",NA
"4380","TRBV7-6"
"4381","SNORD46"
"4382","GUCA1A"
"4383","C17orf50"
"4384",NA
"4385","CRYGS"
"4386","RPS2P20"
"4387","BRDT"
"4388","LINC02549"
"4389","LOC100996333"
"4390",NA
"4391",NA
"4392","RNA5SP466"
"4393","HAUS7"
"4394","CSTF3-DT"
"4395",NA
"4396",NA
"4397","LIPE-AS1"
"4398","CRTAM"
"4399","PLK5"
"4400","GBP5"
"4401","CCNL2"
"4402","ADAMTSL4"
"4403",NA
"4404","FDPSP8"
"4405","ANXA2R"
"4406",NA
"4407","FLJ16779"
"4408",NA
"4409","HNRNPCP9"
"4410",NA
"4411","NUCB1-AS1"
